Time.[FiscalWeekKey],Location.[LocationKey],Activity.[ActivityKey],Item.[ItemKey],Version.[VersionKey],Transport.[TransportKey],Product.[ProductKey],Material Production Planned WIP
W3-2017,5021,Act-6003-5021,2,0,0,2,100
W0-2017,5021,Act-6003-5021,3,0,0,3,75
W1-2017,5021,Act-6003-5021,3,0,0,3,100
W2-2017,5021,Act-6003-5021,3,0,0,3,75
W3-2017,5021,Act-6003-5021,3,0,0,3,50
W0-2017,5021,Act-6503-5021,1,0,0,1,75
W1-2017,5021,Act-6503-5021,1,0,0,1,25
W2-2017,5021,Act-6503-5021,1,0,0,1,50
W3-2017,5021,Act-6503-5021,1,0,0,1,25
W0-2017,5021,Act-6503-5021,2,0,0,2,25
W1-2017,5021,Act-6503-5021,2,0,0,2,25
W2-2017,5021,Act-6503-5021,2,0,0,2,50
W3-2017,5021,Act-6503-5021,2,0,0,2,50
W0-2017,5021,Act-6503-5021,3,0,0,3,50
W1-2017,5021,Act-6503-5021,3,0,0,3,75
W2-2017,5021,Act-6503-5021,3,0,0,3,25
W3-2017,5021,Act-6503-5021,3,0,0,3,25
W0-2017,5022,Act-6004-5022,1,0,0,1,100
W1-2017,5022,Act-6004-5022,1,0,0,1,50
W2-2017,5022,Act-6004-5022,1,0,0,1,100
W3-2017,5022,Act-6004-5022,1,0,0,1,100
W0-2017,5022,Act-6004-5022,2,0,0,2,75
W1-2017,5022,Act-6004-5022,2,0,0,2,50
W2-2017,5022,Act-6004-5022,2,0,0,2,100
W3-2017,5022,Act-6004-5022,2,0,0,2,25
W0-2017,5022,Act-6004-5022,3,0,0,3,100
W1-2017,5022,Act-6004-5022,3,0,0,3,75
W2-2017,5022,Act-6004-5022,3,0,0,3,100
W3-2017,5022,Act-6004-5022,3,0,0,3,50
W0-2017,5022,Act-6504-5022,1,0,0,1,25
W1-2017,5022,Act-6504-5022,1,0,0,1,25
W2-2017,5022,Act-6504-5022,1,0,0,1,50
W3-2017,5022,Act-6504-5022,1,0,0,1,50
W0-2017,5022,Act-6504-5022,2,0,0,2,50
W1-2017,5022,Act-6504-5022,2,0,0,2,50
W2-2017,5022,Act-6504-5022,2,0,0,2,75
W3-2017,5022,Act-6504-5022,2,0,0,2,25
W0-2017,5022,Act-6504-5022,3,0,0,3,75
W1-2017,5022,Act-6504-5022,3,0,0,3,75
W2-2017,5022,Act-6504-5022,3,0,0,3,75
W3-2017,5022,Act-6504-5022,3,0,0,3,75
W0-2017,5023,Act-6005-5023,1,0,0,1,75
W1-2017,5023,Act-6005-5023,1,0,0,1,100
W2-2017,5023,Act-6005-5023,1,0,0,1,75
W3-2017,5023,Act-6005-5023,1,0,0,1,25
W0-2017,5023,Act-6005-5023,2,0,0,2,25
W1-2017,5023,Act-6005-5023,2,0,0,2,100
W2-2017,5023,Act-6005-5023,2,0,0,2,100
W3-2017,5023,Act-6005-5023,2,0,0,2,100
W0-2017,5023,Act-6005-5023,3,0,0,3,50
W1-2017,5023,Act-6005-5023,3,0,0,3,50
W2-2017,5023,Act-6005-5023,3,0,0,3,75
W3-2017,5023,Act-6005-5023,3,0,0,3,75
W0-2017,5023,Act-6505-5023,1,0,0,1,50
W1-2017,5023,Act-6505-5023,1,0,0,1,75
W2-2017,5023,Act-6505-5023,1,0,0,1,25
W3-2017,5023,Act-6505-5023,1,0,0,1,25
W0-2017,5023,Act-6505-5023,2,0,0,2,100
W1-2017,5023,Act-6505-5023,2,0,0,2,75
W2-2017,5023,Act-6505-5023,2,0,0,2,50
W3-2017,5023,Act-6505-5023,2,0,0,2,25
W0-2017,5023,Act-6505-5023,3,0,0,3,25
W1-2017,5023,Act-6505-5023,3,0,0,3,100
W2-2017,5023,Act-6505-5023,3,0,0,3,100
W3-2017,5023,Act-6505-5023,3,0,0,3,100
W0-2017,5024,Act-6000-5024,1,0,0,1,100
W1-2017,5024,Act-6000-5024,1,0,0,1,100
W2-2017,5024,Act-6000-5024,1,0,0,1,25
W3-2017,5024,Act-6000-5024,1,0,0,1,25
W0-2017,5024,Act-6000-5024,2,0,0,2,25
W1-2017,5024,Act-6000-5024,2,0,0,2,100
W2-2017,5024,Act-6000-5024,2,0,0,2,75
W3-2017,5024,Act-6000-5024,2,0,0,2,50
W0-2017,5024,Act-6000-5024,3,0,0,3,75
W1-2017,5024,Act-6000-5024,3,0,0,3,50
W2-2017,5024,Act-6000-5024,3,0,0,3,25
W3-2017,5024,Act-6000-5024,3,0,0,3,75
W0-2017,5024,Act-6500-5024,1,0,0,1,100
W1-2017,5024,Act-6500-5024,1,0,0,1,100
W2-2017,5024,Act-6500-5024,1,0,0,1,100
W3-2017,5024,Act-6500-5024,1,0,0,1,100
W0-2017,5024,Act-6500-5024,2,0,0,2,75
W1-2017,5024,Act-6500-5024,2,0,0,2,25
W2-2017,5024,Act-6500-5024,2,0,0,2,25
W3-2017,5024,Act-6500-5024,2,0,0,2,100
W0-2017,5024,Act-6500-5024,3,0,0,3,50
W1-2017,5024,Act-6500-5024,3,0,0,3,75
W2-2017,5024,Act-6500-5024,3,0,0,3,25
W3-2017,5024,Act-6500-5024,3,0,0,3,100
W0-2017,5025,Act-6001-5025,1,0,0,1,25
W1-2017,5025,Act-6001-5025,1,0,0,1,75
W2-2017,5025,Act-6001-5025,1,0,0,1,50
W3-2017,5025,Act-6001-5025,1,0,0,1,100
W0-2017,5025,Act-6001-5025,2,0,0,2,25
W1-2017,5025,Act-6001-5025,2,0,0,2,75
W2-2017,5025,Act-6001-5025,2,0,0,2,50
W3-2017,5025,Act-6001-5025,2,0,0,2,75
W0-2017,5025,Act-6001-5025,3,0,0,3,100
W1-2017,5025,Act-6001-5025,3,0,0,3,75
W2-2017,5025,Act-6001-5025,3,0,0,3,50
W3-2017,5025,Act-6001-5025,3,0,0,3,50
W0-2017,5025,Act-6501-5025,1,0,0,1,100
W1-2017,5025,Act-6501-5025,1,0,0,1,100
W2-2017,5025,Act-6501-5025,1,0,0,1,75
W3-2017,5025,Act-6501-5025,1,0,0,1,50
W0-2017,5025,Act-6501-5025,2,0,0,2,75
W1-2017,5025,Act-6501-5025,2,0,0,2,50
W2-2017,5025,Act-6501-5025,2,0,0,2,25
W3-2017,5025,Act-6501-5025,2,0,0,2,25
W0-2017,5025,Act-6501-5025,3,0,0,3,50
W1-2017,5025,Act-6501-5025,3,0,0,3,75
W2-2017,5025,Act-6501-5025,3,0,0,3,25
W3-2017,5025,Act-6501-5025,3,0,0,3,100
W0-2017,5026,Act-6002-5026,1,0,0,1,100
W1-2017,5026,Act-6002-5026,1,0,0,1,75
W2-2017,5026,Act-6002-5026,1,0,0,1,50
W3-2017,5026,Act-6002-5026,1,0,0,1,25
W0-2017,5026,Act-6002-5026,2,0,0,2,75
W1-2017,5026,Act-6002-5026,2,0,0,2,100
W2-2017,5026,Act-6002-5026,2,0,0,2,75
W3-2017,5026,Act-6002-5026,2,0,0,2,25
W0-2017,5026,Act-6002-5026,3,0,0,3,100
W1-2017,5026,Act-6002-5026,3,0,0,3,25
W2-2017,5026,Act-6002-5026,3,0,0,3,25
W3-2017,5026,Act-6002-5026,3,0,0,3,75
W0-2017,5026,Act-6502-5026,1,0,0,1,50
W1-2017,5026,Act-6502-5026,1,0,0,1,75
W2-2017,5026,Act-6502-5026,1,0,0,1,25
W3-2017,5026,Act-6502-5026,1,0,0,1,100
W0-2017,5026,Act-6502-5026,2,0,0,2,100
W1-2017,5026,Act-6502-5026,2,0,0,2,50
W2-2017,5026,Act-6502-5026,2,0,0,2,100
W3-2017,5026,Act-6502-5026,2,0,0,2,50
W0-2017,5026,Act-6502-5026,3,0,0,3,75
W1-2017,5026,Act-6502-5026,3,0,0,3,75
W2-2017,5026,Act-6502-5026,3,0,0,3,100
W3-2017,5026,Act-6502-5026,3,0,0,3,100
W0-2017,5027,Act-6003-5027,1,0,0,1,75
W1-2017,5027,Act-6003-5027,1,0,0,1,75
W2-2017,5027,Act-6003-5027,1,0,0,1,25
W3-2017,5027,Act-6003-5027,1,0,0,1,100
W0-2017,5027,Act-6003-5027,2,0,0,2,75
W1-2017,5027,Act-6003-5027,2,0,0,2,25
W2-2017,5027,Act-6003-5027,2,0,0,2,50
W3-2017,5027,Act-6003-5027,2,0,0,2,75
W0-2017,5027,Act-6003-5027,3,0,0,3,50
W1-2017,5027,Act-6003-5027,3,0,0,3,75
W2-2017,5027,Act-6003-5027,3,0,0,3,25
W3-2017,5027,Act-6003-5027,3,0,0,3,75
W0-2017,5027,Act-6503-5027,1,0,0,1,50
W1-2017,5027,Act-6503-5027,1,0,0,1,50
W2-2017,5027,Act-6503-5027,1,0,0,1,25
W3-2017,5027,Act-6503-5027,1,0,0,1,100
W0-2017,5027,Act-6503-5027,2,0,0,2,100
W1-2017,5027,Act-6503-5027,2,0,0,2,25
W2-2017,5027,Act-6503-5027,2,0,0,2,75
W3-2017,5027,Act-6503-5027,2,0,0,2,75
W0-2017,5027,Act-6503-5027,3,0,0,3,75
W1-2017,5027,Act-6503-5027,3,0,0,3,25
W2-2017,5027,Act-6503-5027,3,0,0,3,25
W3-2017,5027,Act-6503-5027,3,0,0,3,25
W0-2017,5028,Act-6004-5028,1,0,0,1,50
W1-2017,5028,Act-6004-5028,1,0,0,1,25
W2-2017,5028,Act-6004-5028,1,0,0,1,25
W3-2017,5028,Act-6004-5028,1,0,0,1,25
W0-2017,5028,Act-6004-5028,2,0,0,2,75
W1-2017,5028,Act-6004-5028,2,0,0,2,75
W2-2017,5028,Act-6004-5028,2,0,0,2,25
W3-2017,5028,Act-6004-5028,2,0,0,2,50
W0-2017,5028,Act-6004-5028,3,0,0,3,75
W1-2017,5028,Act-6004-5028,3,0,0,3,50
W2-2017,5028,Act-6004-5028,3,0,0,3,75
W3-2017,5028,Act-6004-5028,3,0,0,3,25
W0-2017,5028,Act-6504-5028,1,0,0,1,100
W1-2017,5028,Act-6504-5028,1,0,0,1,75
W2-2017,5028,Act-6504-5028,1,0,0,1,75
W3-2017,5028,Act-6504-5028,1,0,0,1,75
W0-2017,5028,Act-6504-5028,2,0,0,2,100
W1-2017,5028,Act-6504-5028,2,0,0,2,75
W2-2017,5028,Act-6504-5028,2,0,0,2,25
W3-2017,5028,Act-6504-5028,2,0,0,2,75
W0-2017,5028,Act-6504-5028,3,0,0,3,50
W1-2017,5028,Act-6504-5028,3,0,0,3,75
W2-2017,5028,Act-6504-5028,3,0,0,3,75
W3-2017,5028,Act-6504-5028,3,0,0,3,75
W0-2017,5029,Act-6005-5029,1,0,0,1,50
W1-2017,5029,Act-6005-5029,1,0,0,1,100
W2-2017,5029,Act-6005-5029,1,0,0,1,50
W3-2017,5029,Act-6005-5029,1,0,0,1,50
W0-2017,5029,Act-6005-5029,2,0,0,2,25
W1-2017,5029,Act-6005-5029,2,0,0,2,25
W2-2017,5029,Act-6005-5029,2,0,0,2,25
W3-2017,5029,Act-6005-5029,2,0,0,2,50
W0-2017,5029,Act-6005-5029,3,0,0,3,75
W1-2017,5029,Act-6005-5029,3,0,0,3,25
W2-2017,5029,Act-6005-5029,3,0,0,3,75
W3-2017,5029,Act-6005-5029,3,0,0,3,50
W0-2017,5029,Act-6505-5029,1,0,0,1,25
W1-2017,5029,Act-6505-5029,1,0,0,1,50
W2-2017,5029,Act-6505-5029,1,0,0,1,100
W3-2017,5029,Act-6505-5029,1,0,0,1,100
W0-2017,5029,Act-6505-5029,2,0,0,2,50
W1-2017,5029,Act-6505-5029,2,0,0,2,100
W2-2017,5029,Act-6505-5029,2,0,0,2,25
W3-2017,5029,Act-6505-5029,2,0,0,2,100
W0-2017,5029,Act-6505-5029,3,0,0,3,100
W1-2017,5029,Act-6505-5029,3,0,0,3,100
W2-2017,5029,Act-6505-5029,3,0,0,3,25
W3-2017,5029,Act-6505-5029,3,0,0,3,50
W0-2017,5030,Act-6000-5030,1,0,0,1,75
W1-2017,5030,Act-6000-5030,1,0,0,1,100
W2-2017,5030,Act-6000-5030,1,0,0,1,100
W3-2017,5030,Act-6000-5030,1,0,0,1,25
W0-2017,5030,Act-6000-5030,2,0,0,2,100
W1-2017,5030,Act-6000-5030,2,0,0,2,50
W2-2017,5030,Act-6000-5030,2,0,0,2,100
W3-2017,5030,Act-6000-5030,2,0,0,2,100
W0-2017,5030,Act-6000-5030,3,0,0,3,75
W1-2017,5030,Act-6000-5030,3,0,0,3,50
W2-2017,5030,Act-6000-5030,3,0,0,3,75
W3-2017,5030,Act-6000-5030,3,0,0,3,75
W0-2017,5030,Act-6500-5030,1,0,0,1,50
W1-2017,5030,Act-6500-5030,1,0,0,1,100
W2-2017,5030,Act-6500-5030,1,0,0,1,25
W3-2017,5030,Act-6500-5030,1,0,0,1,50
W0-2017,5030,Act-6500-5030,2,0,0,2,50
W1-2017,5030,Act-6500-5030,2,0,0,2,25
W2-2017,5030,Act-6500-5030,2,0,0,2,50
W3-2017,5030,Act-6500-5030,2,0,0,2,100
W0-2017,5030,Act-6500-5030,3,0,0,3,100
W1-2017,5030,Act-6500-5030,3,0,0,3,25
W2-2017,5030,Act-6500-5030,3,0,0,3,75
W3-2017,5030,Act-6500-5030,3,0,0,3,50
W0-2017,5031,Act-6001-5031,1,0,0,1,75
W1-2017,5031,Act-6001-5031,1,0,0,1,50
W2-2017,5031,Act-6001-5031,1,0,0,1,50
W3-2017,5031,Act-6001-5031,1,0,0,1,50
W0-2017,5031,Act-6001-5031,2,0,0,2,50
W1-2017,5031,Act-6001-5031,2,0,0,2,100
W2-2017,5031,Act-6001-5031,2,0,0,2,100
W3-2017,5031,Act-6001-5031,2,0,0,2,50
W0-2017,5031,Act-6001-5031,3,0,0,3,100
W1-2017,5031,Act-6001-5031,3,0,0,3,100
W2-2017,5031,Act-6001-5031,3,0,0,3,100
W3-2017,5031,Act-6001-5031,3,0,0,3,25
W0-2017,5031,Act-6501-5031,1,0,0,1,50
W1-2017,5031,Act-6501-5031,1,0,0,1,25
W2-2017,5031,Act-6501-5031,1,0,0,1,50
W3-2017,5031,Act-6501-5031,1,0,0,1,25
W0-2017,5031,Act-6501-5031,2,0,0,2,25
W1-2017,5031,Act-6501-5031,2,0,0,2,100
W2-2017,5031,Act-6501-5031,2,0,0,2,100
W3-2017,5031,Act-6501-5031,2,0,0,2,75
W0-2017,5031,Act-6501-5031,3,0,0,3,75
W1-2017,5031,Act-6501-5031,3,0,0,3,25
W2-2017,5031,Act-6501-5031,3,0,0,3,50
W3-2017,5031,Act-6501-5031,3,0,0,3,75
W0-2017,5032,Act-6002-5032,1,0,0,1,75
W1-2017,5032,Act-6002-5032,1,0,0,1,100
W2-2017,5032,Act-6002-5032,1,0,0,1,50
W3-2017,5032,Act-6002-5032,1,0,0,1,75
W0-2017,5032,Act-6002-5032,2,0,0,2,75
W1-2017,5032,Act-6002-5032,2,0,0,2,50
W2-2017,5032,Act-6002-5032,2,0,0,2,50
W3-2017,5032,Act-6002-5032,2,0,0,2,50
W0-2017,5032,Act-6002-5032,3,0,0,3,25
W1-2017,5032,Act-6002-5032,3,0,0,3,50
W2-2017,5032,Act-6002-5032,3,0,0,3,50
W3-2017,5032,Act-6002-5032,3,0,0,3,75
W0-2017,5032,Act-6502-5032,1,0,0,1,25
W1-2017,5032,Act-6502-5032,1,0,0,1,50
W2-2017,5032,Act-6502-5032,1,0,0,1,50
W3-2017,5032,Act-6502-5032,1,0,0,1,75
W0-2017,5032,Act-6502-5032,2,0,0,2,75
W1-2017,5032,Act-6502-5032,2,0,0,2,50
W2-2017,5032,Act-6502-5032,2,0,0,2,100
W3-2017,5032,Act-6502-5032,2,0,0,2,50
W0-2017,5032,Act-6502-5032,3,0,0,3,100
W1-2017,5032,Act-6502-5032,3,0,0,3,25
W2-2017,5032,Act-6502-5032,3,0,0,3,100
W3-2017,5032,Act-6502-5032,3,0,0,3,25
W0-2017,5033,Act-6003-5033,1,0,0,1,75
W1-2017,5033,Act-6003-5033,1,0,0,1,50
W2-2017,5033,Act-6003-5033,1,0,0,1,75
W3-2017,5033,Act-6003-5033,1,0,0,1,25
W0-2017,5033,Act-6003-5033,2,0,0,2,50
W1-2017,5033,Act-6003-5033,2,0,0,2,25
W2-2017,5033,Act-6003-5033,2,0,0,2,75
W3-2017,5033,Act-6003-5033,2,0,0,2,75
W0-2017,5033,Act-6003-5033,3,0,0,3,100
W1-2017,5033,Act-6003-5033,3,0,0,3,100
W2-2017,5033,Act-6003-5033,3,0,0,3,100
W3-2017,5033,Act-6003-5033,3,0,0,3,75
W0-2017,5033,Act-6503-5033,1,0,0,1,50
W1-2017,5033,Act-6503-5033,1,0,0,1,25
W2-2017,5033,Act-6503-5033,1,0,0,1,100
W3-2017,5033,Act-6503-5033,1,0,0,1,75
W0-2017,5033,Act-6503-5033,2,0,0,2,75
W1-2017,5033,Act-6503-5033,2,0,0,2,50
W2-2017,5033,Act-6503-5033,2,0,0,2,25
W3-2017,5033,Act-6503-5033,2,0,0,2,100
W0-2017,5033,Act-6503-5033,3,0,0,3,75
W1-2017,5033,Act-6503-5033,3,0,0,3,100
W2-2017,5033,Act-6503-5033,3,0,0,3,25
W3-2017,5033,Act-6503-5033,3,0,0,3,100
W0-2017,5034,Act-6004-5034,1,0,0,1,75
W1-2017,5034,Act-6004-5034,1,0,0,1,25
W2-2017,5034,Act-6004-5034,1,0,0,1,100
W3-2017,5034,Act-6004-5034,1,0,0,1,50
W0-2017,5034,Act-6004-5034,2,0,0,2,25
W1-2017,5034,Act-6004-5034,2,0,0,2,25
W2-2017,5034,Act-6004-5034,2,0,0,2,75
W3-2017,5034,Act-6004-5034,2,0,0,2,75
W0-2017,5034,Act-6004-5034,3,0,0,3,100
W1-2017,5034,Act-6004-5034,3,0,0,3,50
W2-2017,5034,Act-6004-5034,3,0,0,3,25
W3-2017,5034,Act-6004-5034,3,0,0,3,25
W0-2017,5034,Act-6504-5034,1,0,0,1,100
W1-2017,5034,Act-6504-5034,1,0,0,1,50
W2-2017,5034,Act-6504-5034,1,0,0,1,25
W3-2017,5034,Act-6504-5034,1,0,0,1,25
W0-2017,5034,Act-6504-5034,2,0,0,2,100
W1-2017,5034,Act-6504-5034,2,0,0,2,100
W2-2017,5034,Act-6504-5034,2,0,0,2,75
W3-2017,5034,Act-6504-5034,2,0,0,2,50
W0-2017,5034,Act-6504-5034,3,0,0,3,75
W1-2017,5034,Act-6504-5034,3,0,0,3,100
W2-2017,5034,Act-6504-5034,3,0,0,3,50
W3-2017,5034,Act-6504-5034,3,0,0,3,50
W0-2017,5035,Act-6005-5035,1,0,0,1,50
W1-2017,5035,Act-6005-5035,1,0,0,1,50
W2-2017,5035,Act-6005-5035,1,0,0,1,100
W3-2017,5035,Act-6005-5035,1,0,0,1,75
W0-2017,5035,Act-6005-5035,2,0,0,2,25
W1-2017,5035,Act-6005-5035,2,0,0,2,25
W2-2017,5035,Act-6005-5035,2,0,0,2,75
W3-2017,5035,Act-6005-5035,2,0,0,2,100
W0-2017,5035,Act-6005-5035,3,0,0,3,50
W1-2017,5035,Act-6005-5035,3,0,0,3,75
W2-2017,5035,Act-6005-5035,3,0,0,3,50
W3-2017,5035,Act-6005-5035,3,0,0,3,50
W0-2017,5035,Act-6505-5035,1,0,0,1,25
W1-2017,5035,Act-6505-5035,1,0,0,1,25
W2-2017,5035,Act-6505-5035,1,0,0,1,50
W3-2017,5035,Act-6505-5035,1,0,0,1,100
W0-2017,5035,Act-6505-5035,2,0,0,2,25
W1-2017,5035,Act-6505-5035,2,0,0,2,25
W2-2017,5035,Act-6505-5035,2,0,0,2,100
W3-2017,5035,Act-6505-5035,2,0,0,2,25
W0-2017,5035,Act-6505-5035,3,0,0,3,25
W1-2017,5035,Act-6505-5035,3,0,0,3,75
W2-2017,5035,Act-6505-5035,3,0,0,3,75
W3-2017,5035,Act-6505-5035,3,0,0,3,25
W0-2017,5036,Act-6000-5036,1,0,0,1,50
W1-2017,5036,Act-6000-5036,1,0,0,1,100
W2-2017,5036,Act-6000-5036,1,0,0,1,25
W3-2017,5036,Act-6000-5036,1,0,0,1,100
W0-2017,5036,Act-6000-5036,2,0,0,2,25
W1-2017,5036,Act-6000-5036,2,0,0,2,100
W2-2017,5036,Act-6000-5036,2,0,0,2,25
W3-2017,5036,Act-6000-5036,2,0,0,2,100
W0-2017,5036,Act-6000-5036,3,0,0,3,100
W1-2017,5036,Act-6000-5036,3,0,0,3,75
W2-2017,5036,Act-6000-5036,3,0,0,3,25
W3-2017,5036,Act-6000-5036,3,0,0,3,100
W0-2017,5036,Act-6500-5036,1,0,0,1,25
W1-2017,5036,Act-6500-5036,1,0,0,1,25
W2-2017,5036,Act-6500-5036,1,0,0,1,75
W3-2017,5036,Act-6500-5036,1,0,0,1,75
W0-2017,5036,Act-6500-5036,2,0,0,2,75
W1-2017,5036,Act-6500-5036,2,0,0,2,50
W2-2017,5036,Act-6500-5036,2,0,0,2,100
W3-2017,5036,Act-6500-5036,2,0,0,2,25
W0-2017,5036,Act-6500-5036,3,0,0,3,100
W1-2017,5036,Act-6500-5036,3,0,0,3,100
W2-2017,5036,Act-6500-5036,3,0,0,3,100
W3-2017,5036,Act-6500-5036,3,0,0,3,75
W0-2017,5037,Act-6001-5037,1,0,0,1,50
W1-2017,5037,Act-6001-5037,1,0,0,1,100
W2-2017,5037,Act-6001-5037,1,0,0,1,25
W3-2017,5037,Act-6001-5037,1,0,0,1,50
W0-2017,5037,Act-6001-5037,2,0,0,2,25
W1-2017,5037,Act-6001-5037,2,0,0,2,50
W2-2017,5037,Act-6001-5037,2,0,0,2,50
W3-2017,5037,Act-6001-5037,2,0,0,2,100
W0-2017,5037,Act-6001-5037,3,0,0,3,75
W1-2017,5037,Act-6001-5037,3,0,0,3,75
W2-2017,5037,Act-6001-5037,3,0,0,3,25
W3-2017,5037,Act-6001-5037,3,0,0,3,25
W0-2017,5037,Act-6501-5037,1,0,0,1,25
W1-2017,5037,Act-6501-5037,1,0,0,1,100
W2-2017,5037,Act-6501-5037,1,0,0,1,75
W3-2017,5037,Act-6501-5037,1,0,0,1,50
W0-2017,5037,Act-6501-5037,2,0,0,2,50
W1-2017,5037,Act-6501-5037,2,0,0,2,75
W2-2017,5037,Act-6501-5037,2,0,0,2,50
W3-2017,5037,Act-6501-5037,2,0,0,2,75
W0-2017,5037,Act-6501-5037,3,0,0,3,25
W1-2017,5037,Act-6501-5037,3,0,0,3,75
W2-2017,5037,Act-6501-5037,3,0,0,3,75
W3-2017,5037,Act-6501-5037,3,0,0,3,100
W0-2017,5038,Act-6002-5038,1,0,0,1,75
W1-2017,5038,Act-6002-5038,1,0,0,1,25
W2-2017,5038,Act-6002-5038,1,0,0,1,50
W3-2017,5038,Act-6002-5038,1,0,0,1,75
W0-2017,5038,Act-6002-5038,2,0,0,2,75
W1-2017,5038,Act-6002-5038,2,0,0,2,75
W2-2017,5038,Act-6002-5038,2,0,0,2,25
W3-2017,5038,Act-6002-5038,2,0,0,2,50
W0-2017,5038,Act-6002-5038,3,0,0,3,25
W1-2017,5038,Act-6002-5038,3,0,0,3,50
W2-2017,5038,Act-6002-5038,3,0,0,3,50
W3-2017,5038,Act-6002-5038,3,0,0,3,50
W0-2017,5038,Act-6502-5038,1,0,0,1,75
W1-2017,5038,Act-6502-5038,1,0,0,1,100
W2-2017,5038,Act-6502-5038,1,0,0,1,100
W3-2017,5038,Act-6502-5038,1,0,0,1,75
W0-2017,5038,Act-6502-5038,2,0,0,2,25
W1-2017,5038,Act-6502-5038,2,0,0,2,25
W2-2017,5038,Act-6502-5038,2,0,0,2,25
W3-2017,5038,Act-6502-5038,2,0,0,2,75
W0-2017,5038,Act-6502-5038,3,0,0,3,25
W1-2017,5038,Act-6502-5038,3,0,0,3,75
W2-2017,5038,Act-6502-5038,3,0,0,3,75
W3-2017,5038,Act-6502-5038,3,0,0,3,100
W0-2017,5039,Act-6003-5039,1,0,0,1,75
W1-2017,5039,Act-6003-5039,1,0,0,1,50
W2-2017,5039,Act-6003-5039,1,0,0,1,75
W3-2017,5039,Act-6003-5039,1,0,0,1,50
W0-2017,5039,Act-6003-5039,2,0,0,2,50
W1-2017,5039,Act-6003-5039,2,0,0,2,50
W2-2017,5039,Act-6003-5039,2,0,0,2,50
W3-2017,5039,Act-6003-5039,2,0,0,2,100
W0-2017,5039,Act-6003-5039,3,0,0,3,25
W1-2017,5039,Act-6003-5039,3,0,0,3,50
W2-2017,5039,Act-6003-5039,3,0,0,3,100
W3-2017,5039,Act-6003-5039,3,0,0,3,100
W0-2017,5039,Act-6503-5039,1,0,0,1,100
W1-2017,5039,Act-6503-5039,1,0,0,1,75
W2-2017,5039,Act-6503-5039,1,0,0,1,25
W3-2017,5039,Act-6503-5039,1,0,0,1,25
W0-2017,5039,Act-6503-5039,2,0,0,2,50
W1-2017,5039,Act-6503-5039,2,0,0,2,75
W2-2017,5039,Act-6503-5039,2,0,0,2,100
W3-2017,5039,Act-6503-5039,2,0,0,2,75
W0-2017,5039,Act-6503-5039,3,0,0,3,50
W1-2017,5039,Act-6503-5039,3,0,0,3,50
W2-2017,5039,Act-6503-5039,3,0,0,3,100
W3-2017,5039,Act-6503-5039,3,0,0,3,75
W0-2017,5040,Act-6004-5040,1,0,0,1,100
W1-2017,5040,Act-6004-5040,1,0,0,1,100
W2-2017,5040,Act-6004-5040,1,0,0,1,50
W3-2017,5040,Act-6004-5040,1,0,0,1,100
W0-2017,5040,Act-6004-5040,2,0,0,2,75
W1-2017,5040,Act-6004-5040,2,0,0,2,25
W2-2017,5040,Act-6004-5040,2,0,0,2,100
W3-2017,5040,Act-6004-5040,2,0,0,2,25
W0-2017,5040,Act-6004-5040,3,0,0,3,75
W1-2017,5040,Act-6004-5040,3,0,0,3,75
W2-2017,5040,Act-6004-5040,3,0,0,3,100
W3-2017,5040,Act-6004-5040,3,0,0,3,50
W0-2017,5040,Act-6504-5040,1,0,0,1,25
W1-2017,5040,Act-6504-5040,1,0,0,1,100
W2-2017,5040,Act-6504-5040,1,0,0,1,25
W3-2017,5040,Act-6504-5040,1,0,0,1,100
W0-2017,5040,Act-6504-5040,2,0,0,2,25
W1-2017,5040,Act-6504-5040,2,0,0,2,75
W2-2017,5040,Act-6504-5040,2,0,0,2,25
W3-2017,5040,Act-6504-5040,2,0,0,2,50
W0-2017,5040,Act-6504-5040,3,0,0,3,100
W1-2017,5040,Act-6504-5040,3,0,0,3,100
W2-2017,5040,Act-6504-5040,3,0,0,3,75
W3-2017,5040,Act-6504-5040,3,0,0,3,75
W0-2017,5041,Act-6005-5041,1,0,0,1,25
W1-2017,5041,Act-6005-5041,1,0,0,1,25
W2-2017,5041,Act-6005-5041,1,0,0,1,25
W3-2017,5041,Act-6005-5041,1,0,0,1,50
W0-2017,5041,Act-6005-5041,2,0,0,2,75
W1-2017,5041,Act-6005-5041,2,0,0,2,100
W2-2017,5041,Act-6005-5041,2,0,0,2,50
W3-2017,5041,Act-6005-5041,2,0,0,2,50
W0-2017,5041,Act-6005-5041,3,0,0,3,75
W1-2017,5041,Act-6005-5041,3,0,0,3,100
W2-2017,5041,Act-6005-5041,3,0,0,3,50
W3-2017,5041,Act-6005-5041,3,0,0,3,50
W0-2017,5041,Act-6505-5041,1,0,0,1,100
W1-2017,5041,Act-6505-5041,1,0,0,1,50
W2-2017,5041,Act-6505-5041,1,0,0,1,50
W3-2017,5041,Act-6505-5041,1,0,0,1,100
W0-2017,5041,Act-6505-5041,2,0,0,2,50
W1-2017,5041,Act-6505-5041,2,0,0,2,100
W2-2017,5041,Act-6505-5041,2,0,0,2,50
W3-2017,5041,Act-6505-5041,2,0,0,2,25
W0-2017,5041,Act-6505-5041,3,0,0,3,75
W1-2017,5041,Act-6505-5041,3,0,0,3,75
W2-2017,5041,Act-6505-5041,3,0,0,3,100
