Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Item.[ItemKey],Location.[LocationKey],Version.[VersionKey],Material Production Graph Association,Material Production Min Qty,Material Production Multiple Qty,Material Production Priority,Material Production Qty Per,No Build
Act-5076-956,0,0,0,956,0,1,50,25,1,1,
Act-5077-957,0,1,1,957,0,1,50,25,1,1,
Act-5077-957,0,2,2,957,0,1,50,25,1,1,
Act-5077-957,0,3,3,957,0,1,50,25,1,1,
Act-5077-957,0,0,0,957,0,1,50,25,1,1,
Act-5078-958,0,1,1,958,0,1,50,25,1,1,
Act-5078-958,0,2,2,958,0,1,50,25,1,1,
Act-5078-958,0,3,3,958,0,1,50,25,1,1,
Act-5078-958,0,0,0,958,0,1,50,25,1,1,
Act-5079-959,0,1,1,959,0,1,50,25,1,1,
Act-5079-959,0,2,2,959,0,1,50,25,1,1,
Act-5079-959,0,3,3,959,0,1,50,25,1,1,
Act-5079-959,0,0,0,959,0,1,50,25,1,1,
Act-5000-960,0,1,1,960,0,1,50,25,1,1,
Act-5000-960,0,2,2,960,0,1,50,25,1,1,
Act-5000-960,0,3,3,960,0,1,50,25,1,1,
Act-5000-960,0,0,0,960,0,1,50,25,1,1,
Act-5001-961,0,1,1,961,0,1,50,25,1,1,
Act-5001-961,0,2,2,961,0,1,50,25,1,1,
Act-5001-961,0,3,3,961,0,1,50,25,1,1,
Act-5001-961,0,0,0,961,0,1,50,25,1,1,
Act-5002-962,0,1,1,962,0,1,50,25,1,1,
Act-5002-962,0,2,2,962,0,1,50,25,1,1,
Act-5002-962,0,3,3,962,0,1,50,25,1,1,
Act-5002-962,0,0,0,962,0,1,50,25,1,1,
Act-5003-963,0,1,1,963,0,1,50,25,1,1,
Act-5003-963,0,2,2,963,0,1,50,25,1,1,
Act-5003-963,0,3,3,963,0,1,50,25,1,1,
Act-5003-963,0,0,0,963,0,1,50,25,1,1,
Act-5004-964,0,1,1,964,0,1,50,25,1,1,
Act-5004-964,0,2,2,964,0,1,50,25,1,1,
Act-5004-964,0,3,3,964,0,1,50,25,1,1,
Act-5004-964,0,0,0,964,0,1,50,25,1,1,
Act-5005-965,0,1,1,965,0,1,50,25,1,1,
Act-5005-965,0,2,2,965,0,1,50,25,1,1,
Act-5005-965,0,3,3,965,0,1,50,25,1,1,
Act-5005-965,0,0,0,965,0,1,50,25,1,1,
Act-5006-966,0,1,1,966,0,1,50,25,1,1,
Act-5006-966,0,2,2,966,0,1,50,25,1,1,
Act-5006-966,0,3,3,966,0,1,50,25,1,1,
Act-5006-966,0,0,0,966,0,1,50,25,1,1,
Act-5007-967,0,1,1,967,0,1,50,25,1,1,
Act-5007-967,0,2,2,967,0,1,50,25,1,1,
Act-5007-967,0,3,3,967,0,1,50,25,1,1,
Act-5007-967,0,0,0,967,0,1,50,25,1,1,
Act-5008-968,0,1,1,968,0,1,50,25,1,1,
Act-5008-968,0,2,2,968,0,1,50,25,1,1,
Act-5008-968,0,3,3,968,0,1,50,25,1,1,
Act-5008-968,0,0,0,968,0,1,50,25,1,1,
Act-5009-969,0,1,1,969,0,1,50,25,1,1,
Act-5009-969,0,2,2,969,0,1,50,25,1,1,
Act-5009-969,0,3,3,969,0,1,50,25,1,1,
Act-5009-969,0,0,0,969,0,1,50,25,1,1,
Act-5010-970,0,1,1,970,0,1,50,25,1,1,
Act-5010-970,0,2,2,970,0,1,50,25,1,1,
Act-5010-970,0,3,3,970,0,1,50,25,1,1,
Act-5010-970,0,0,0,970,0,1,50,25,1,1,
Act-5011-971,0,1,1,971,0,1,50,25,1,1,
Act-5011-971,0,2,2,971,0,1,50,25,1,1,
Act-5011-971,0,3,3,971,0,1,50,25,1,1,
Act-5011-971,0,0,0,971,0,1,50,25,1,1,
Act-5012-972,0,1,1,972,0,1,50,25,1,1,
Act-5012-972,0,2,2,972,0,1,50,25,1,1,
Act-5012-972,0,3,3,972,0,1,50,25,1,1,
Act-5012-972,0,0,0,972,0,1,50,25,1,1,
Act-5013-973,0,1,1,973,0,1,50,25,1,1,
Act-5013-973,0,2,2,973,0,1,50,25,1,1,
Act-5013-973,0,3,3,973,0,1,50,25,1,1,
Act-5013-973,0,0,0,973,0,1,50,25,1,1,
Act-5014-974,0,1,1,974,0,1,50,25,1,1,
Act-5014-974,0,2,2,974,0,1,50,25,1,1,
Act-5014-974,0,3,3,974,0,1,50,25,1,1,
Act-5014-974,0,0,0,974,0,1,50,25,1,1,
Act-5015-975,0,1,1,975,0,1,50,25,1,1,
Act-5015-975,0,2,2,975,0,1,50,25,1,1,
Act-5015-975,0,3,3,975,0,1,50,25,1,1,
Act-5015-975,0,0,0,975,0,1,50,25,1,1,
Act-5016-976,0,1,1,976,0,1,50,25,1,1,
Act-5016-976,0,2,2,976,0,1,50,25,1,1,
Act-5016-976,0,3,3,976,0,1,50,25,1,1,
Act-5016-976,0,0,0,976,0,1,50,25,1,1,
Act-5017-977,0,1,1,977,0,1,50,25,1,1,
Act-5017-977,0,2,2,977,0,1,50,25,1,1,
Act-5017-977,0,3,3,977,0,1,50,25,1,1,
Act-5017-977,0,0,0,977,0,1,50,25,1,1,
Act-5018-978,0,1,1,978,0,1,50,25,1,1,
Act-5018-978,0,2,2,978,0,1,50,25,1,1,
Act-5018-978,0,3,3,978,0,1,50,25,1,1,
Act-5018-978,0,0,0,978,0,1,50,25,1,1,
Act-5019-979,0,1,1,979,0,1,50,25,1,1,
Act-5019-979,0,2,2,979,0,1,50,25,1,1,
Act-5019-979,0,3,3,979,0,1,50,25,1,1,
Act-5019-979,0,0,0,979,0,1,50,25,1,1,
Act-5020-980,0,1,1,980,0,1,50,25,1,1,
Act-5020-980,0,2,2,980,0,1,50,25,1,1,
Act-5020-980,0,3,3,980,0,1,50,25,1,1,
Act-5020-980,0,0,0,980,0,1,50,25,1,1,
Act-5021-981,0,1,1,981,0,1,50,25,1,1,
Act-5021-981,0,2,2,981,0,1,50,25,1,1,
Act-5021-981,0,3,3,981,0,1,50,25,1,1,
Act-5021-981,0,0,0,981,0,1,50,25,1,1,
Act-5022-982,0,1,1,982,0,1,50,25,1,1,
Act-5022-982,0,2,2,982,0,1,50,25,1,1,
Act-5022-982,0,3,3,982,0,1,50,25,1,1,
Act-5022-982,0,0,0,982,0,1,50,25,1,1,
Act-5023-983,0,1,1,983,0,1,50,25,1,1,
Act-5023-983,0,2,2,983,0,1,50,25,1,1,
Act-5023-983,0,3,3,983,0,1,50,25,1,1,
Act-5023-983,0,0,0,983,0,1,50,25,1,1,
Act-5024-984,0,1,1,984,0,1,50,25,1,1,
Act-5024-984,0,2,2,984,0,1,50,25,1,1,
Act-5024-984,0,3,3,984,0,1,50,25,1,1,
Act-5024-984,0,0,0,984,0,1,50,25,1,1,
Act-5025-985,0,1,1,985,0,1,50,25,1,1,
Act-5025-985,0,2,2,985,0,1,50,25,1,1,
Act-5025-985,0,3,3,985,0,1,50,25,1,1,
Act-5025-985,0,0,0,985,0,1,50,25,1,1,
Act-5026-986,0,1,1,986,0,1,50,25,1,1,
Act-5026-986,0,2,2,986,0,1,50,25,1,1,
Act-5026-986,0,3,3,986,0,1,50,25,1,1,
Act-5026-986,0,0,0,986,0,1,50,25,1,1,
Act-5027-987,0,1,1,987,0,1,50,25,1,1,
Act-5027-987,0,2,2,987,0,1,50,25,1,1,
Act-5027-987,0,3,3,987,0,1,50,25,1,1,
Act-5027-987,0,0,0,987,0,1,50,25,1,1,
Act-5028-988,0,1,1,988,0,1,50,25,1,1,
Act-5028-988,0,2,2,988,0,1,50,25,1,1,
Act-5028-988,0,3,3,988,0,1,50,25,1,1,
Act-5028-988,0,0,0,988,0,1,50,25,1,1,
Act-5029-989,0,1,1,989,0,1,50,25,1,1,
Act-5029-989,0,2,2,989,0,1,50,25,1,1,
Act-5029-989,0,3,3,989,0,1,50,25,1,1,
Act-5029-989,0,0,0,989,0,1,50,25,1,1,
Act-5030-990,0,1,1,990,0,1,50,25,1,1,
Act-5030-990,0,2,2,990,0,1,50,25,1,1,
Act-5030-990,0,3,3,990,0,1,50,25,1,1,
Act-5030-990,0,0,0,990,0,1,50,25,1,1,
Act-5031-991,0,1,1,991,0,1,50,25,1,1,
Act-5031-991,0,2,2,991,0,1,50,25,1,1,
Act-5031-991,0,3,3,991,0,1,50,25,1,1,
Act-5031-991,0,0,0,991,0,1,50,25,1,1,
Act-5032-992,0,1,1,992,0,1,50,25,1,1,
Act-5032-992,0,2,2,992,0,1,50,25,1,1,
Act-5032-992,0,3,3,992,0,1,50,25,1,1,
Act-5032-992,0,0,0,992,0,1,50,25,1,1,
Act-5033-993,0,1,1,993,0,1,50,25,1,1,
Act-5033-993,0,2,2,993,0,1,50,25,1,1,
Act-5033-993,0,3,3,993,0,1,50,25,1,1,
Act-5033-993,0,0,0,993,0,1,50,25,1,1,
Act-5034-994,0,1,1,994,0,1,50,25,1,1,
Act-5034-994,0,2,2,994,0,1,50,25,1,1,
Act-5034-994,0,3,3,994,0,1,50,25,1,1,
Act-5034-994,0,0,0,994,0,1,50,25,1,1,
Act-5035-995,0,1,1,995,0,1,50,25,1,1,
Act-5035-995,0,2,2,995,0,1,50,25,1,1,
Act-5035-995,0,3,3,995,0,1,50,25,1,1,
Act-5035-995,0,0,0,995,0,1,50,25,1,1,
Act-5036-996,0,1,1,996,0,1,50,25,1,1,
Act-5036-996,0,2,2,996,0,1,50,25,1,1,
Act-5036-996,0,3,3,996,0,1,50,25,1,1,
Act-5036-996,0,0,0,996,0,1,50,25,1,1,
Act-5037-997,0,1,1,997,0,1,50,25,1,1,
Act-5037-997,0,2,2,997,0,1,50,25,1,1,
Act-5037-997,0,3,3,997,0,1,50,25,1,1,
Act-5037-997,0,0,0,997,0,1,50,25,1,1,
Act-5038-998,0,1,1,998,0,1,50,25,1,1,
Act-5038-998,0,2,2,998,0,1,50,25,1,1,
Act-5038-998,0,3,3,998,0,1,50,25,1,1,
Act-5038-998,0,0,0,998,0,1,50,25,1,1,
Act-5039-999,0,1,1,999,0,1,50,25,1,1,
Act-5039-999,0,2,2,999,0,1,50,25,1,1,
Act-5039-999,0,3,3,999,0,1,50,25,1,1,
Act-5039-999,0,0,0,999,0,1,50,25,1,1,
Act-5001-0,0,1,1,0,0,1,50,25,1,1,
Act-5001-0,0,2,2,0,0,1,50,25,1,1,
Act-5001-0,0,3,3,0,0,1,50,25,1,1,
Act-5001-0,0,0,0,0,0,1,50,25,1,1,
Act-5002-1,0,1,1,1,0,1,50,25,1,1,
Act-5002-1,0,2,2,1,0,1,50,25,1,1,
Act-5002-1,0,3,3,1,0,1,50,25,1,1,
Act-5002-1,0,0,0,1,0,1,50,25,1,1,
Act-5003-2,0,1,1,2,0,1,50,25,1,1,
Act-5003-2,0,2,2,2,0,1,50,25,1,1,
Act-5003-2,0,3,3,2,0,1,50,25,1,1,
Act-5003-2,0,0,0,2,0,1,50,25,1,1,
Act-5004-3,0,1,1,3,0,1,50,25,1,1,
Act-5004-3,0,2,2,3,0,1,50,25,1,1,
Act-5004-3,0,3,3,3,0,1,50,25,1,1,
Act-5004-3,0,0,0,3,0,1,50,25,1,1,
Act-5005-4,0,1,1,4,0,1,50,25,1,1,
Act-5005-4,0,2,2,4,0,1,50,25,1,1,
Act-5005-4,0,3,3,4,0,1,50,25,1,1,
Act-5005-4,0,0,0,4,0,1,50,25,1,1,
Act-5006-5,0,1,1,5,0,1,50,25,1,1,
Act-5006-5,0,2,2,5,0,1,50,25,1,1,
Act-5006-5,0,3,3,5,0,1,50,25,1,1,
Act-5006-5,0,0,0,5,0,1,50,25,1,1,
Act-5007-6,0,1,1,6,0,1,50,25,1,1,
Act-5007-6,0,2,2,6,0,1,50,25,1,1,
Act-5007-6,0,3,3,6,0,1,50,25,1,1,
Act-5007-6,0,0,0,6,0,1,50,25,1,1,
Act-5008-7,0,1,1,7,0,1,50,25,1,1,
Act-5008-7,0,2,2,7,0,1,50,25,1,1,
Act-5008-7,0,3,3,7,0,1,50,25,1,1,
Act-5008-7,0,0,0,7,0,1,50,25,1,1,
Act-5009-8,0,1,1,8,0,1,50,25,1,1,
Act-5009-8,0,2,2,8,0,1,50,25,1,1,
Act-5009-8,0,3,3,8,0,1,50,25,1,1,
Act-5009-8,0,0,0,8,0,1,50,25,1,1,
Act-5010-9,0,1,1,9,0,1,50,25,1,1,
Act-5010-9,0,2,2,9,0,1,50,25,1,1,
Act-5010-9,0,3,3,9,0,1,50,25,1,1,
Act-5010-9,0,0,0,9,0,1,50,25,1,1,
Act-5011-10,0,1,1,10,0,1,50,25,1,1,
Act-5011-10,0,2,2,10,0,1,50,25,1,1,
Act-5011-10,0,3,3,10,0,1,50,25,1,1,
Act-5011-10,0,0,0,10,0,1,50,25,1,1,
Act-5012-11,0,1,1,11,0,1,50,25,1,1,
Act-5012-11,0,2,2,11,0,1,50,25,1,1,
Act-5012-11,0,3,3,11,0,1,50,25,1,1,
Act-5012-11,0,0,0,11,0,1,50,25,1,1,
Act-5013-12,0,1,1,12,0,1,50,25,1,1,
Act-5013-12,0,2,2,12,0,1,50,25,1,1,
Act-5013-12,0,3,3,12,0,1,50,25,1,1,
Act-5013-12,0,0,0,12,0,1,50,25,1,1,
Act-5014-13,0,1,1,13,0,1,50,25,1,1,
Act-5014-13,0,2,2,13,0,1,50,25,1,1,
Act-5014-13,0,3,3,13,0,1,50,25,1,1,
Act-5014-13,0,0,0,13,0,1,50,25,1,1,
Act-5015-14,0,1,1,14,0,1,50,25,1,1,
Act-5015-14,0,2,2,14,0,1,50,25,1,1,
Act-5015-14,0,3,3,14,0,1,50,25,1,1,
Act-5015-14,0,0,0,14,0,1,50,25,1,1,
Act-5016-15,0,1,1,15,0,1,50,25,1,1,
Act-5016-15,0,2,2,15,0,1,50,25,1,1,
Act-5016-15,0,3,3,15,0,1,50,25,1,1,
Act-5016-15,0,0,0,15,0,1,50,25,1,1,
Act-5017-16,0,1,1,16,0,1,50,25,1,1,
Act-5017-16,0,2,2,16,0,1,50,25,1,1,
Act-5017-16,0,3,3,16,0,1,50,25,1,1,
Act-5017-16,0,0,0,16,0,1,50,25,1,1,
Act-5018-17,0,1,1,17,0,1,50,25,1,1,
Act-5018-17,0,2,2,17,0,1,50,25,1,1,
Act-5018-17,0,3,3,17,0,1,50,25,1,1,
Act-5018-17,0,0,0,17,0,1,50,25,1,1,
Act-5019-18,0,1,1,18,0,1,50,25,1,1,
Act-5019-18,0,2,2,18,0,1,50,25,1,1,
Act-5019-18,0,3,3,18,0,1,50,25,1,1,
Act-5019-18,0,0,0,18,0,1,50,25,1,1,
Act-5020-19,0,1,1,19,0,1,50,25,1,1,
Act-5020-19,0,2,2,19,0,1,50,25,1,1,
Act-5020-19,0,3,3,19,0,1,50,25,1,1,
Act-5020-19,0,0,0,19,0,1,50,25,1,1,
Act-5021-20,0,1,1,20,0,1,50,25,1,1,
Act-5021-20,0,2,2,20,0,1,50,25,1,1,
Act-5021-20,0,3,3,20,0,1,50,25,1,1,
Act-5021-20,0,0,0,20,0,1,50,25,1,1,
Act-5022-21,0,1,1,21,0,1,50,25,1,1,
Act-5022-21,0,2,2,21,0,1,50,25,1,1,
Act-5022-21,0,3,3,21,0,1,50,25,1,1,
Act-5022-21,0,0,0,21,0,1,50,25,1,1,
Act-5023-22,0,1,1,22,0,1,50,25,1,1,
Act-5023-22,0,2,2,22,0,1,50,25,1,1,
Act-5023-22,0,3,3,22,0,1,50,25,1,1,
Act-5023-22,0,0,0,22,0,1,50,25,1,1,
Act-5024-23,0,1,1,23,0,1,50,25,1,1,
Act-5024-23,0,2,2,23,0,1,50,25,1,1,
Act-5024-23,0,3,3,23,0,1,50,25,1,1,
Act-5024-23,0,0,0,23,0,1,50,25,1,1,
Act-5025-24,0,1,1,24,0,1,50,25,1,1,
Act-5025-24,0,2,2,24,0,1,50,25,1,1,
Act-5025-24,0,3,3,24,0,1,50,25,1,1,
Act-5025-24,0,0,0,24,0,1,50,25,1,1,
Act-5026-25,0,1,1,25,0,1,50,25,1,1,
Act-5026-25,0,2,2,25,0,1,50,25,1,1,
Act-5026-25,0,3,3,25,0,1,50,25,1,1,
Act-5026-25,0,0,0,25,0,1,50,25,1,1,
Act-5027-26,0,1,1,26,0,1,50,25,1,1,
Act-5027-26,0,2,2,26,0,1,50,25,1,1,
Act-5027-26,0,3,3,26,0,1,50,25,1,1,
Act-5027-26,0,0,0,26,0,1,50,25,1,1,
Act-5028-27,0,1,1,27,0,1,50,25,1,1,
Act-5028-27,0,2,2,27,0,1,50,25,1,1,
Act-5028-27,0,3,3,27,0,1,50,25,1,1,
Act-5028-27,0,0,0,27,0,1,50,25,1,1,
Act-5029-28,0,1,1,28,0,1,50,25,1,1,
Act-5029-28,0,2,2,28,0,1,50,25,1,1,
Act-5029-28,0,3,3,28,0,1,50,25,1,1,
Act-5029-28,0,0,0,28,0,1,50,25,1,1,
Act-5030-29,0,1,1,29,0,1,50,25,1,1,
Act-5030-29,0,2,2,29,0,1,50,25,1,1,
Act-5030-29,0,3,3,29,0,1,50,25,1,1,
Act-5030-29,0,0,0,29,0,1,50,25,1,1,
Act-5031-30,0,1,1,30,0,1,50,25,1,1,
Act-5031-30,0,2,2,30,0,1,50,25,1,1,
Act-5031-30,0,3,3,30,0,1,50,25,1,1,
Act-5031-30,0,0,0,30,0,1,50,25,1,1,
Act-5032-31,0,1,1,31,0,1,50,25,1,1,
Act-5032-31,0,2,2,31,0,1,50,25,1,1,
Act-5032-31,0,3,3,31,0,1,50,25,1,1,
Act-5032-31,0,0,0,31,0,1,50,25,1,1,
Act-5033-32,0,1,1,32,0,1,50,25,1,1,
Act-5033-32,0,2,2,32,0,1,50,25,1,1,
Act-5033-32,0,3,3,32,0,1,50,25,1,1,
Act-5033-32,0,0,0,32,0,1,50,25,1,1,
Act-5034-33,0,1,1,33,0,1,50,25,1,1,
Act-5034-33,0,2,2,33,0,1,50,25,1,1,
Act-5034-33,0,3,3,33,0,1,50,25,1,1,
Act-5034-33,0,0,0,33,0,1,50,25,1,1,
Act-5035-34,0,1,1,34,0,1,50,25,1,1,
Act-5035-34,0,2,2,34,0,1,50,25,1,1,
Act-5035-34,0,3,3,34,0,1,50,25,1,1,
Act-5035-34,0,0,0,34,0,1,50,25,1,1,
Act-5036-35,0,1,1,35,0,1,50,25,1,1,
Act-5036-35,0,2,2,35,0,1,50,25,1,1,
Act-5036-35,0,3,3,35,0,1,50,25,1,1,
Act-5036-35,0,0,0,35,0,1,50,25,1,1,
Act-5037-36,0,1,1,36,0,1,50,25,1,1,
Act-5037-36,0,2,2,36,0,1,50,25,1,1,
Act-5037-36,0,3,3,36,0,1,50,25,1,1,
Act-5037-36,0,0,0,36,0,1,50,25,1,1,
Act-5038-37,0,1,1,37,0,1,50,25,1,1,
Act-5038-37,0,2,2,37,0,1,50,25,1,1,
Act-5038-37,0,3,3,37,0,1,50,25,1,1,
Act-5038-37,0,0,0,37,0,1,50,25,1,1,
Act-5039-38,0,1,1,38,0,1,50,25,1,1,
Act-5039-38,0,2,2,38,0,1,50,25,1,1,
Act-5039-38,0,3,3,38,0,1,50,25,1,1,
Act-5039-38,0,0,0,38,0,1,50,25,1,1,
Act-5040-39,0,1,1,39,0,1,50,25,1,1,
Act-5040-39,0,2,2,39,0,1,50,25,1,1,
Act-5040-39,0,3,3,39,0,1,50,25,1,1,
Act-5040-39,0,0,0,39,0,1,50,25,1,1,
Act-5041-40,0,1,1,40,0,1,50,25,1,1,
Act-5041-40,0,2,2,40,0,1,50,25,1,1,
Act-5041-40,0,3,3,40,0,1,50,25,1,1,
Act-5041-40,0,0,0,40,0,1,50,25,1,1,
Act-5042-41,0,1,1,41,0,1,50,25,1,1,
Act-5042-41,0,2,2,41,0,1,50,25,1,1,
Act-5042-41,0,3,3,41,0,1,50,25,1,1,
Act-5042-41,0,0,0,41,0,1,50,25,1,1,
Act-5043-42,0,1,1,42,0,1,50,25,1,1,
Act-5043-42,0,2,2,42,0,1,50,25,1,1,
Act-5043-42,0,3,3,42,0,1,50,25,1,1,
Act-5043-42,0,0,0,42,0,1,50,25,1,1,
Act-5044-43,0,1,1,43,0,1,50,25,1,1,
Act-5044-43,0,2,2,43,0,1,50,25,1,1,
Act-5044-43,0,3,3,43,0,1,50,25,1,1,
Act-5044-43,0,0,0,43,0,1,50,25,1,1,
Act-5045-44,0,1,1,44,0,1,50,25,1,1,
Act-5045-44,0,2,2,44,0,1,50,25,1,1,
Act-5045-44,0,3,3,44,0,1,50,25,1,1,
Act-5045-44,0,0,0,44,0,1,50,25,1,1,
Act-5046-45,0,1,1,45,0,1,50,25,1,1,
Act-5046-45,0,2,2,45,0,1,50,25,1,1,
Act-5046-45,0,3,3,45,0,1,50,25,1,1,
Act-5046-45,0,0,0,45,0,1,50,25,1,1,
Act-5047-46,0,1,1,46,0,1,50,25,1,1,
Act-5047-46,0,2,2,46,0,1,50,25,1,1,
Act-5047-46,0,3,3,46,0,1,50,25,1,1,
Act-5047-46,0,0,0,46,0,1,50,25,1,1,
Act-5048-47,0,1,1,47,0,1,50,25,1,1,
Act-5048-47,0,2,2,47,0,1,50,25,1,1,
Act-5048-47,0,3,3,47,0,1,50,25,1,1,
Act-5048-47,0,0,0,47,0,1,50,25,1,1,
Act-5049-48,0,1,1,48,0,1,50,25,1,1,
Act-5049-48,0,2,2,48,0,1,50,25,1,1,
Act-5049-48,0,3,3,48,0,1,50,25,1,1,
Act-5049-48,0,0,0,48,0,1,50,25,1,1,
Act-5050-49,0,1,1,49,0,1,50,25,1,1,
Act-5050-49,0,2,2,49,0,1,50,25,1,1,
Act-5050-49,0,3,3,49,0,1,50,25,1,1,
Act-5050-49,0,0,0,49,0,1,50,25,1,1,
Act-5051-50,0,1,1,50,0,1,50,25,1,1,
Act-5051-50,0,2,2,50,0,1,50,25,1,1,
Act-5051-50,0,3,3,50,0,1,50,25,1,1,
Act-5051-50,0,0,0,50,0,1,50,25,1,1,
Act-5052-51,0,1,1,51,0,1,50,25,1,1,
Act-5052-51,0,2,2,51,0,1,50,25,1,1,
Act-5052-51,0,3,3,51,0,1,50,25,1,1,
Act-5052-51,0,0,0,51,0,1,50,25,1,1,
Act-5053-52,0,1,1,52,0,1,50,25,1,1,
Act-5053-52,0,2,2,52,0,1,50,25,1,1,
Act-5053-52,0,3,3,52,0,1,50,25,1,1,
Act-5053-52,0,0,0,52,0,1,50,25,1,1,
Act-5054-53,0,1,1,53,0,1,50,25,1,1,
Act-5054-53,0,2,2,53,0,1,50,25,1,1,
Act-5054-53,0,3,3,53,0,1,50,25,1,1,
Act-5054-53,0,0,0,53,0,1,50,25,1,1,
Act-5055-54,0,1,1,54,0,1,50,25,1,1,
Act-5055-54,0,2,2,54,0,1,50,25,1,1,
Act-5055-54,0,3,3,54,0,1,50,25,1,1,
Act-5055-54,0,0,0,54,0,1,50,25,1,1,
Act-5056-55,0,1,1,55,0,1,50,25,1,1,
Act-5056-55,0,2,2,55,0,1,50,25,1,1,
Act-5056-55,0,3,3,55,0,1,50,25,1,1,
Act-5056-55,0,0,0,55,0,1,50,25,1,1,
Act-5057-56,0,1,1,56,0,1,50,25,1,1,
Act-5057-56,0,2,2,56,0,1,50,25,1,1,
Act-5057-56,0,3,3,56,0,1,50,25,1,1,
Act-5057-56,0,0,0,56,0,1,50,25,1,1,
Act-5058-57,0,1,1,57,0,1,50,25,1,1,
Act-5058-57,0,2,2,57,0,1,50,25,1,1,
Act-5058-57,0,3,3,57,0,1,50,25,1,1,
Act-5058-57,0,0,0,57,0,1,50,25,1,1,
Act-5059-58,0,1,1,58,0,1,50,25,1,1,
Act-5059-58,0,2,2,58,0,1,50,25,1,1,
Act-5059-58,0,3,3,58,0,1,50,25,1,1,
Act-5059-58,0,0,0,58,0,1,50,25,1,1,
Act-5060-59,0,1,1,59,0,1,50,25,1,1,
Act-5060-59,0,2,2,59,0,1,50,25,1,1,
Act-5060-59,0,3,3,59,0,1,50,25,1,1,
Act-5060-59,0,0,0,59,0,1,50,25,1,1,
Act-5061-60,0,1,1,60,0,1,50,25,1,1,
Act-5061-60,0,2,2,60,0,1,50,25,1,1,
Act-5061-60,0,3,3,60,0,1,50,25,1,1,
Act-5061-60,0,0,0,60,0,1,50,25,1,1,
Act-5062-61,0,1,1,61,0,1,50,25,1,1,
Act-5062-61,0,2,2,61,0,1,50,25,1,1,
Act-5062-61,0,3,3,61,0,1,50,25,1,1,
Act-5062-61,0,0,0,61,0,1,50,25,1,1,
Act-5063-62,0,1,1,62,0,1,50,25,1,1,
Act-5063-62,0,2,2,62,0,1,50,25,1,1,
Act-5063-62,0,3,3,62,0,1,50,25,1,1,
Act-5063-62,0,0,0,62,0,1,50,25,1,1,
Act-5064-63,0,1,1,63,0,1,50,25,1,1,
Act-5064-63,0,2,2,63,0,1,50,25,1,1,
Act-5064-63,0,3,3,63,0,1,50,25,1,1,
Act-5064-63,0,0,0,63,0,1,50,25,1,1,
Act-5065-64,0,1,1,64,0,1,50,25,1,1,
Act-5065-64,0,2,2,64,0,1,50,25,1,1,
Act-5065-64,0,3,3,64,0,1,50,25,1,1,
Act-5065-64,0,0,0,64,0,1,50,25,1,1,
Act-5066-65,0,1,1,65,0,1,50,25,1,1,
Act-5066-65,0,2,2,65,0,1,50,25,1,1,
Act-5066-65,0,3,3,65,0,1,50,25,1,1,
Act-5066-65,0,0,0,65,0,1,50,25,1,1,
Act-5067-66,0,1,1,66,0,1,50,25,1,1,
Act-5067-66,0,2,2,66,0,1,50,25,1,1,
Act-5067-66,0,3,3,66,0,1,50,25,1,1,
Act-5067-66,0,0,0,66,0,1,50,25,1,1,
Act-5068-67,0,1,1,67,0,1,50,25,1,1,
Act-5068-67,0,2,2,67,0,1,50,25,1,1,
Act-5068-67,0,3,3,67,0,1,50,25,1,1,
Act-5068-67,0,0,0,67,0,1,50,25,1,1,
Act-5069-68,0,1,1,68,0,1,50,25,1,1,
Act-5069-68,0,2,2,68,0,1,50,25,1,1,
Act-5069-68,0,3,3,68,0,1,50,25,1,1,
Act-5069-68,0,0,0,68,0,1,50,25,1,1,
Act-5070-69,0,1,1,69,0,1,50,25,1,1,
Act-5070-69,0,2,2,69,0,1,50,25,1,1,
Act-5070-69,0,3,3,69,0,1,50,25,1,1,
Act-5070-69,0,0,0,69,0,1,50,25,1,1,
Act-5071-70,0,1,1,70,0,1,50,25,1,1,
Act-5071-70,0,2,2,70,0,1,50,25,1,1,
Act-5071-70,0,3,3,70,0,1,50,25,1,1,
Act-5071-70,0,0,0,70,0,1,50,25,1,1,
Act-5072-71,0,1,1,71,0,1,50,25,1,1,
Act-5072-71,0,2,2,71,0,1,50,25,1,1,
Act-5072-71,0,3,3,71,0,1,50,25,1,1,
Act-5072-71,0,0,0,71,0,1,50,25,1,1,
Act-5073-72,0,1,1,72,0,1,50,25,1,1,
Act-5073-72,0,2,2,72,0,1,50,25,1,1,
Act-5073-72,0,3,3,72,0,1,50,25,1,1,
Act-5073-72,0,0,0,72,0,1,50,25,1,1,
Act-5074-73,0,1,1,73,0,1,50,25,1,1,
Act-5074-73,0,2,2,73,0,1,50,25,1,1,
Act-5074-73,0,3,3,73,0,1,50,25,1,1,
Act-5074-73,0,0,0,73,0,1,50,25,1,1,
Act-5075-74,0,1,1,74,0,1,50,25,1,1,
Act-5075-74,0,2,2,74,0,1,50,25,1,1,
Act-5075-74,0,3,3,74,0,1,50,25,1,1,
Act-5075-74,0,0,0,74,0,1,50,25,1,1,
Act-5076-75,0,1,1,75,0,1,50,25,1,1,
Act-5076-75,0,2,2,75,0,1,50,25,1,1,
Act-5076-75,0,3,3,75,0,1,50,25,1,1,
Act-5076-75,0,0,0,75,0,1,50,25,1,1,
Act-5077-76,0,1,1,76,0,1,50,25,1,1,
