Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Resource.[ResourceKey],Location.[LocationKey],Version.[VersionKey],Capacity Category,Capacity Consumption Graph Association,Capacity Consumption Qty Per,Capacity Graph Priority
Act-5040-39,0,1,Res-5040,5040,0,I,1,1,1
Act-5040-39,0,1,Res-5040-I,5040,0,I,1,1,1
Act-5040-39,0,1,Res-5040-39,39,0,,1,1,1
Act-5040-39,0,1,Res-39-O,39,0,O,1,1,1
Act-5040-39,0,2,Res-5040,5040,0,I,1,1,1
Act-5040-39,0,2,Res-5040-I,5040,0,I,1,1,1
Act-5040-39,0,2,Res-5040-39,39,0,,1,1,1
Act-5040-39,0,2,Res-39-O,39,0,O,1,1,1
Act-5040-39,0,3,Res-5040,5040,0,I,1,1,1
Act-5040-39,0,3,Res-5040-I,5040,0,I,1,1,1
Act-5040-39,0,3,Res-5040-39,39,0,,1,1,1
Act-5040-39,0,3,Res-39-O,39,0,O,1,1,1
Act-5040-39,0,0,Res-5040,5040,0,I,1,1,1
Act-5040-39,0,0,Res-5040-I,5040,0,I,1,1,1
Act-5040-39,0,0,Res-5040-39,39,0,,1,1,1
Act-5040-39,0,0,Res-39-O,39,0,O,1,1,1
Act-5041-40,0,1,Res-5041,5041,0,I,1,1,1
Act-5041-40,0,1,Res-5041-I,5041,0,I,1,1,1
Act-5041-40,0,1,Res-5041-40,40,0,,1,1,1
Act-5041-40,0,1,Res-40-O,40,0,O,1,1,1
Act-5041-40,0,2,Res-5041,5041,0,I,1,1,1
Act-5041-40,0,2,Res-5041-I,5041,0,I,1,1,1
Act-5041-40,0,2,Res-5041-40,40,0,,1,1,1
Act-5041-40,0,2,Res-40-O,40,0,O,1,1,1
Act-5041-40,0,3,Res-5041,5041,0,I,1,1,1
Act-5041-40,0,3,Res-5041-I,5041,0,I,1,1,1
Act-5041-40,0,3,Res-5041-40,40,0,,1,1,1
Act-5041-40,0,3,Res-40-O,40,0,O,1,1,1
Act-5041-40,0,0,Res-5041,5041,0,I,1,1,1
Act-5041-40,0,0,Res-5041-I,5041,0,I,1,1,1
Act-5041-40,0,0,Res-5041-40,40,0,,1,1,1
Act-5041-40,0,0,Res-40-O,40,0,O,1,1,1
Act-5042-41,0,1,Res-5042,5042,0,I,1,1,1
Act-5042-41,0,1,Res-5042-I,5042,0,I,1,1,1
Act-5042-41,0,1,Res-5042-41,41,0,,1,1,1
Act-5042-41,0,1,Res-41-O,41,0,O,1,1,1
Act-5042-41,0,2,Res-5042,5042,0,I,1,1,1
Act-5042-41,0,2,Res-5042-I,5042,0,I,1,1,1
Act-5042-41,0,2,Res-5042-41,41,0,,1,1,1
Act-5042-41,0,2,Res-41-O,41,0,O,1,1,1
Act-5042-41,0,3,Res-5042,5042,0,I,1,1,1
Act-5042-41,0,3,Res-5042-I,5042,0,I,1,1,1
Act-5042-41,0,3,Res-5042-41,41,0,,1,1,1
Act-5042-41,0,3,Res-41-O,41,0,O,1,1,1
Act-5042-41,0,0,Res-5042,5042,0,I,1,1,1
Act-5042-41,0,0,Res-5042-I,5042,0,I,1,1,1
Act-5042-41,0,0,Res-5042-41,41,0,,1,1,1
Act-5042-41,0,0,Res-41-O,41,0,O,1,1,1
Act-5043-42,0,1,Res-5043,5043,0,I,1,1,1
Act-5043-42,0,1,Res-5043-I,5043,0,I,1,1,1
Act-5043-42,0,1,Res-5043-42,42,0,,1,1,1
Act-5043-42,0,1,Res-42-O,42,0,O,1,1,1
Act-5043-42,0,2,Res-5043,5043,0,I,1,1,1
Act-5043-42,0,2,Res-5043-I,5043,0,I,1,1,1
Act-5043-42,0,2,Res-5043-42,42,0,,1,1,1
Act-5043-42,0,2,Res-42-O,42,0,O,1,1,1
Act-5043-42,0,3,Res-5043,5043,0,I,1,1,1
Act-5043-42,0,3,Res-5043-I,5043,0,I,1,1,1
Act-5043-42,0,3,Res-5043-42,42,0,,1,1,1
Act-5043-42,0,3,Res-42-O,42,0,O,1,1,1
Act-5043-42,0,0,Res-5043,5043,0,I,1,1,1
Act-5043-42,0,0,Res-5043-I,5043,0,I,1,1,1
Act-5043-42,0,0,Res-5043-42,42,0,,1,1,1
Act-5043-42,0,0,Res-42-O,42,0,O,1,1,1
Act-5044-43,0,1,Res-5044,5044,0,I,1,1,1
Act-5044-43,0,1,Res-5044-I,5044,0,I,1,1,1
Act-5044-43,0,1,Res-5044-43,43,0,,1,1,1
Act-5044-43,0,1,Res-43-O,43,0,O,1,1,1
Act-5044-43,0,2,Res-5044,5044,0,I,1,1,1
Act-5044-43,0,2,Res-5044-I,5044,0,I,1,1,1
Act-5044-43,0,2,Res-5044-43,43,0,,1,1,1
Act-5044-43,0,2,Res-43-O,43,0,O,1,1,1
Act-5044-43,0,3,Res-5044,5044,0,I,1,1,1
Act-5044-43,0,3,Res-5044-I,5044,0,I,1,1,1
Act-5044-43,0,3,Res-5044-43,43,0,,1,1,1
Act-5044-43,0,3,Res-43-O,43,0,O,1,1,1
Act-5044-43,0,0,Res-5044,5044,0,I,1,1,1
Act-5044-43,0,0,Res-5044-I,5044,0,I,1,1,1
Act-5044-43,0,0,Res-5044-43,43,0,,1,1,1
Act-5044-43,0,0,Res-43-O,43,0,O,1,1,1
Act-5045-44,0,1,Res-5045,5045,0,I,1,1,1
Act-5045-44,0,1,Res-5045-I,5045,0,I,1,1,1
Act-5045-44,0,1,Res-5045-44,44,0,,1,1,1
Act-5045-44,0,1,Res-44-O,44,0,O,1,1,1
Act-5045-44,0,2,Res-5045,5045,0,I,1,1,1
Act-5045-44,0,2,Res-5045-I,5045,0,I,1,1,1
Act-5045-44,0,2,Res-5045-44,44,0,,1,1,1
Act-5045-44,0,2,Res-44-O,44,0,O,1,1,1
Act-5045-44,0,3,Res-5045,5045,0,I,1,1,1
Act-5045-44,0,3,Res-5045-I,5045,0,I,1,1,1
Act-5045-44,0,3,Res-5045-44,44,0,,1,1,1
Act-5045-44,0,3,Res-44-O,44,0,O,1,1,1
Act-5045-44,0,0,Res-5045,5045,0,I,1,1,1
Act-5045-44,0,0,Res-5045-I,5045,0,I,1,1,1
Act-5045-44,0,0,Res-5045-44,44,0,,1,1,1
Act-5045-44,0,0,Res-44-O,44,0,O,1,1,1
Act-5046-45,0,1,Res-5046,5046,0,I,1,1,1
Act-5046-45,0,1,Res-5046-I,5046,0,I,1,1,1
Act-5046-45,0,1,Res-5046-45,45,0,,1,1,1
Act-5046-45,0,1,Res-45-O,45,0,O,1,1,1
Act-5046-45,0,2,Res-5046,5046,0,I,1,1,1
Act-5046-45,0,2,Res-5046-I,5046,0,I,1,1,1
Act-5046-45,0,2,Res-5046-45,45,0,,1,1,1
Act-5046-45,0,2,Res-45-O,45,0,O,1,1,1
Act-5046-45,0,3,Res-5046,5046,0,I,1,1,1
Act-5046-45,0,3,Res-5046-I,5046,0,I,1,1,1
Act-5046-45,0,3,Res-5046-45,45,0,,1,1,1
Act-5046-45,0,3,Res-45-O,45,0,O,1,1,1
Act-5046-45,0,0,Res-5046,5046,0,I,1,1,1
Act-5046-45,0,0,Res-5046-I,5046,0,I,1,1,1
Act-5046-45,0,0,Res-5046-45,45,0,,1,1,1
Act-5046-45,0,0,Res-45-O,45,0,O,1,1,1
Act-5047-46,0,1,Res-5047,5047,0,I,1,1,1
Act-5047-46,0,1,Res-5047-I,5047,0,I,1,1,1
Act-5047-46,0,1,Res-5047-46,46,0,,1,1,1
Act-5047-46,0,1,Res-46-O,46,0,O,1,1,1
Act-5047-46,0,2,Res-5047,5047,0,I,1,1,1
Act-5047-46,0,2,Res-5047-I,5047,0,I,1,1,1
Act-5047-46,0,2,Res-5047-46,46,0,,1,1,1
Act-5047-46,0,2,Res-46-O,46,0,O,1,1,1
Act-5047-46,0,3,Res-5047,5047,0,I,1,1,1
Act-5047-46,0,3,Res-5047-I,5047,0,I,1,1,1
Act-5047-46,0,3,Res-5047-46,46,0,,1,1,1
Act-5047-46,0,3,Res-46-O,46,0,O,1,1,1
Act-5047-46,0,0,Res-5047,5047,0,I,1,1,1
Act-5047-46,0,0,Res-5047-I,5047,0,I,1,1,1
Act-5047-46,0,0,Res-5047-46,46,0,,1,1,1
Act-5047-46,0,0,Res-46-O,46,0,O,1,1,1
Act-5048-47,0,1,Res-5048,5048,0,I,1,1,1
Act-5048-47,0,1,Res-5048-I,5048,0,I,1,1,1
Act-5048-47,0,1,Res-5048-47,47,0,,1,1,1
Act-5048-47,0,1,Res-47-O,47,0,O,1,1,1
Act-5048-47,0,2,Res-5048,5048,0,I,1,1,1
Act-5048-47,0,2,Res-5048-I,5048,0,I,1,1,1
Act-5048-47,0,2,Res-5048-47,47,0,,1,1,1
Act-5048-47,0,2,Res-47-O,47,0,O,1,1,1
Act-5048-47,0,3,Res-5048,5048,0,I,1,1,1
Act-5048-47,0,3,Res-5048-I,5048,0,I,1,1,1
Act-5048-47,0,3,Res-5048-47,47,0,,1,1,1
Act-5048-47,0,3,Res-47-O,47,0,O,1,1,1
Act-5048-47,0,0,Res-5048,5048,0,I,1,1,1
Act-5048-47,0,0,Res-5048-I,5048,0,I,1,1,1
Act-5048-47,0,0,Res-5048-47,47,0,,1,1,1
Act-5048-47,0,0,Res-47-O,47,0,O,1,1,1
Act-5049-48,0,1,Res-5049,5049,0,I,1,1,1
Act-5049-48,0,1,Res-5049-I,5049,0,I,1,1,1
Act-5049-48,0,1,Res-5049-48,48,0,,1,1,1
Act-5049-48,0,1,Res-48-O,48,0,O,1,1,1
Act-5049-48,0,2,Res-5049,5049,0,I,1,1,1
Act-5049-48,0,2,Res-5049-I,5049,0,I,1,1,1
Act-5049-48,0,2,Res-5049-48,48,0,,1,1,1
Act-5049-48,0,2,Res-48-O,48,0,O,1,1,1
Act-5049-48,0,3,Res-5049,5049,0,I,1,1,1
Act-5049-48,0,3,Res-5049-I,5049,0,I,1,1,1
Act-5049-48,0,3,Res-5049-48,48,0,,1,1,1
Act-5049-48,0,3,Res-48-O,48,0,O,1,1,1
Act-5049-48,0,0,Res-5049,5049,0,I,1,1,1
Act-5049-48,0,0,Res-5049-I,5049,0,I,1,1,1
Act-5049-48,0,0,Res-5049-48,48,0,,1,1,1
Act-5049-48,0,0,Res-48-O,48,0,O,1,1,1
Act-5050-49,0,1,Res-5050,5050,0,I,1,1,1
Act-5050-49,0,1,Res-5050-I,5050,0,I,1,1,1
Act-5050-49,0,1,Res-5050-49,49,0,,1,1,1
Act-5050-49,0,1,Res-49-O,49,0,O,1,1,1
Act-5050-49,0,2,Res-5050,5050,0,I,1,1,1
Act-5050-49,0,2,Res-5050-I,5050,0,I,1,1,1
Act-5050-49,0,2,Res-5050-49,49,0,,1,1,1
Act-5050-49,0,2,Res-49-O,49,0,O,1,1,1
Act-5050-49,0,3,Res-5050,5050,0,I,1,1,1
Act-5050-49,0,3,Res-5050-I,5050,0,I,1,1,1
Act-5050-49,0,3,Res-5050-49,49,0,,1,1,1
Act-5050-49,0,3,Res-49-O,49,0,O,1,1,1
Act-5050-49,0,0,Res-5050,5050,0,I,1,1,1
Act-5050-49,0,0,Res-5050-I,5050,0,I,1,1,1
Act-5050-49,0,0,Res-5050-49,49,0,,1,1,1
Act-5050-49,0,0,Res-49-O,49,0,O,1,1,1
Act-5051-50,0,1,Res-5051,5051,0,I,1,1,1
Act-5051-50,0,1,Res-5051-I,5051,0,I,1,1,1
Act-5051-50,0,1,Res-5051-50,50,0,,1,1,1
Act-5051-50,0,1,Res-50-O,50,0,O,1,1,1
Act-5051-50,0,2,Res-5051,5051,0,I,1,1,1
Act-5051-50,0,2,Res-5051-I,5051,0,I,1,1,1
Act-5051-50,0,2,Res-5051-50,50,0,,1,1,1
Act-5051-50,0,2,Res-50-O,50,0,O,1,1,1
Act-5051-50,0,3,Res-5051,5051,0,I,1,1,1
Act-5051-50,0,3,Res-5051-I,5051,0,I,1,1,1
Act-5051-50,0,3,Res-5051-50,50,0,,1,1,1
Act-5051-50,0,3,Res-50-O,50,0,O,1,1,1
Act-5051-50,0,0,Res-5051,5051,0,I,1,1,1
Act-5051-50,0,0,Res-5051-I,5051,0,I,1,1,1
Act-5051-50,0,0,Res-5051-50,50,0,,1,1,1
Act-5051-50,0,0,Res-50-O,50,0,O,1,1,1
Act-5052-51,0,1,Res-5052,5052,0,I,1,1,1
Act-5052-51,0,1,Res-5052-I,5052,0,I,1,1,1
Act-5052-51,0,1,Res-5052-51,51,0,,1,1,1
Act-5052-51,0,1,Res-51-O,51,0,O,1,1,1
Act-5052-51,0,2,Res-5052,5052,0,I,1,1,1
Act-5052-51,0,2,Res-5052-I,5052,0,I,1,1,1
Act-5052-51,0,2,Res-5052-51,51,0,,1,1,1
Act-5052-51,0,2,Res-51-O,51,0,O,1,1,1
Act-5052-51,0,3,Res-5052,5052,0,I,1,1,1
Act-5052-51,0,3,Res-5052-I,5052,0,I,1,1,1
Act-5052-51,0,3,Res-5052-51,51,0,,1,1,1
Act-5052-51,0,3,Res-51-O,51,0,O,1,1,1
Act-5052-51,0,0,Res-5052,5052,0,I,1,1,1
Act-5052-51,0,0,Res-5052-I,5052,0,I,1,1,1
Act-5052-51,0,0,Res-5052-51,51,0,,1,1,1
Act-5052-51,0,0,Res-51-O,51,0,O,1,1,1
Act-5053-52,0,1,Res-5053,5053,0,I,1,1,1
Act-5053-52,0,1,Res-5053-I,5053,0,I,1,1,1
Act-5053-52,0,1,Res-5053-52,52,0,,1,1,1
Act-5053-52,0,1,Res-52-O,52,0,O,1,1,1
Act-5053-52,0,2,Res-5053,5053,0,I,1,1,1
Act-5053-52,0,2,Res-5053-I,5053,0,I,1,1,1
Act-5053-52,0,2,Res-5053-52,52,0,,1,1,1
Act-5053-52,0,2,Res-52-O,52,0,O,1,1,1
Act-5053-52,0,3,Res-5053,5053,0,I,1,1,1
Act-5053-52,0,3,Res-5053-I,5053,0,I,1,1,1
Act-5053-52,0,3,Res-5053-52,52,0,,1,1,1
Act-5053-52,0,3,Res-52-O,52,0,O,1,1,1
Act-5053-52,0,0,Res-5053,5053,0,I,1,1,1
Act-5053-52,0,0,Res-5053-I,5053,0,I,1,1,1
Act-5053-52,0,0,Res-5053-52,52,0,,1,1,1
Act-5053-52,0,0,Res-52-O,52,0,O,1,1,1
Act-5054-53,0,1,Res-5054,5054,0,I,1,1,1
Act-5054-53,0,1,Res-5054-I,5054,0,I,1,1,1
Act-5054-53,0,1,Res-5054-53,53,0,,1,1,1
Act-5054-53,0,1,Res-53-O,53,0,O,1,1,1
Act-5054-53,0,2,Res-5054,5054,0,I,1,1,1
Act-5054-53,0,2,Res-5054-I,5054,0,I,1,1,1
Act-5054-53,0,2,Res-5054-53,53,0,,1,1,1
Act-5054-53,0,2,Res-53-O,53,0,O,1,1,1
Act-5054-53,0,3,Res-5054,5054,0,I,1,1,1
Act-5054-53,0,3,Res-5054-I,5054,0,I,1,1,1
Act-5054-53,0,3,Res-5054-53,53,0,,1,1,1
Act-5054-53,0,3,Res-53-O,53,0,O,1,1,1
Act-5054-53,0,0,Res-5054,5054,0,I,1,1,1
Act-5054-53,0,0,Res-5054-I,5054,0,I,1,1,1
Act-5054-53,0,0,Res-5054-53,53,0,,1,1,1
Act-5054-53,0,0,Res-53-O,53,0,O,1,1,1
Act-5055-54,0,1,Res-5055,5055,0,I,1,1,1
Act-5055-54,0,1,Res-5055-I,5055,0,I,1,1,1
Act-5055-54,0,1,Res-5055-54,54,0,,1,1,1
Act-5055-54,0,1,Res-54-O,54,0,O,1,1,1
Act-5055-54,0,2,Res-5055,5055,0,I,1,1,1
Act-5055-54,0,2,Res-5055-I,5055,0,I,1,1,1
Act-5055-54,0,2,Res-5055-54,54,0,,1,1,1
Act-5055-54,0,2,Res-54-O,54,0,O,1,1,1
Act-5055-54,0,3,Res-5055,5055,0,I,1,1,1
Act-5055-54,0,3,Res-5055-I,5055,0,I,1,1,1
Act-5055-54,0,3,Res-5055-54,54,0,,1,1,1
Act-5055-54,0,3,Res-54-O,54,0,O,1,1,1
Act-5055-54,0,0,Res-5055,5055,0,I,1,1,1
Act-5055-54,0,0,Res-5055-I,5055,0,I,1,1,1
Act-5055-54,0,0,Res-5055-54,54,0,,1,1,1
Act-5055-54,0,0,Res-54-O,54,0,O,1,1,1
Act-5056-55,0,1,Res-5056,5056,0,I,1,1,1
Act-5056-55,0,1,Res-5056-I,5056,0,I,1,1,1
Act-5056-55,0,1,Res-5056-55,55,0,,1,1,1
Act-5056-55,0,1,Res-55-O,55,0,O,1,1,1
Act-5056-55,0,2,Res-5056,5056,0,I,1,1,1
Act-5056-55,0,2,Res-5056-I,5056,0,I,1,1,1
Act-5056-55,0,2,Res-5056-55,55,0,,1,1,1
Act-5056-55,0,2,Res-55-O,55,0,O,1,1,1
Act-5056-55,0,3,Res-5056,5056,0,I,1,1,1
Act-5056-55,0,3,Res-5056-I,5056,0,I,1,1,1
Act-5056-55,0,3,Res-5056-55,55,0,,1,1,1
Act-5056-55,0,3,Res-55-O,55,0,O,1,1,1
Act-5056-55,0,0,Res-5056,5056,0,I,1,1,1
Act-5056-55,0,0,Res-5056-I,5056,0,I,1,1,1
Act-5056-55,0,0,Res-5056-55,55,0,,1,1,1
Act-5056-55,0,0,Res-55-O,55,0,O,1,1,1
Act-5057-56,0,1,Res-5057,5057,0,I,1,1,1
Act-5057-56,0,1,Res-5057-I,5057,0,I,1,1,1
Act-5057-56,0,1,Res-5057-56,56,0,,1,1,1
Act-5057-56,0,1,Res-56-O,56,0,O,1,1,1
Act-5057-56,0,2,Res-5057,5057,0,I,1,1,1
Act-5057-56,0,2,Res-5057-I,5057,0,I,1,1,1
Act-5057-56,0,2,Res-5057-56,56,0,,1,1,1
Act-5057-56,0,2,Res-56-O,56,0,O,1,1,1
Act-5057-56,0,3,Res-5057,5057,0,I,1,1,1
Act-5057-56,0,3,Res-5057-I,5057,0,I,1,1,1
Act-5057-56,0,3,Res-5057-56,56,0,,1,1,1
Act-5057-56,0,3,Res-56-O,56,0,O,1,1,1
Act-5057-56,0,0,Res-5057,5057,0,I,1,1,1
Act-5057-56,0,0,Res-5057-I,5057,0,I,1,1,1
Act-5057-56,0,0,Res-5057-56,56,0,,1,1,1
Act-5057-56,0,0,Res-56-O,56,0,O,1,1,1
Act-5058-57,0,1,Res-5058,5058,0,I,1,1,1
Act-5058-57,0,1,Res-5058-I,5058,0,I,1,1,1
Act-5058-57,0,1,Res-5058-57,57,0,,1,1,1
Act-5058-57,0,1,Res-57-O,57,0,O,1,1,1
Act-5058-57,0,2,Res-5058,5058,0,I,1,1,1
Act-5058-57,0,2,Res-5058-I,5058,0,I,1,1,1
Act-5058-57,0,2,Res-5058-57,57,0,,1,1,1
Act-5058-57,0,2,Res-57-O,57,0,O,1,1,1
Act-5058-57,0,3,Res-5058,5058,0,I,1,1,1
Act-5058-57,0,3,Res-5058-I,5058,0,I,1,1,1
Act-5058-57,0,3,Res-5058-57,57,0,,1,1,1
Act-5058-57,0,3,Res-57-O,57,0,O,1,1,1
Act-5058-57,0,0,Res-5058,5058,0,I,1,1,1
Act-5058-57,0,0,Res-5058-I,5058,0,I,1,1,1
Act-5058-57,0,0,Res-5058-57,57,0,,1,1,1
Act-5058-57,0,0,Res-57-O,57,0,O,1,1,1
Act-5059-58,0,1,Res-5059,5059,0,I,1,1,1
Act-5059-58,0,1,Res-5059-I,5059,0,I,1,1,1
Act-5059-58,0,1,Res-5059-58,58,0,,1,1,1
Act-5059-58,0,1,Res-58-O,58,0,O,1,1,1
Act-5059-58,0,2,Res-5059,5059,0,I,1,1,1
Act-5059-58,0,2,Res-5059-I,5059,0,I,1,1,1
Act-5059-58,0,2,Res-5059-58,58,0,,1,1,1
Act-5059-58,0,2,Res-58-O,58,0,O,1,1,1
Act-5059-58,0,3,Res-5059,5059,0,I,1,1,1
Act-5059-58,0,3,Res-5059-I,5059,0,I,1,1,1
Act-5059-58,0,3,Res-5059-58,58,0,,1,1,1
Act-5059-58,0,3,Res-58-O,58,0,O,1,1,1
Act-5059-58,0,0,Res-5059,5059,0,I,1,1,1
Act-5059-58,0,0,Res-5059-I,5059,0,I,1,1,1
Act-5059-58,0,0,Res-5059-58,58,0,,1,1,1
Act-5059-58,0,0,Res-58-O,58,0,O,1,1,1
Act-5060-59,0,1,Res-5060,5060,0,I,1,1,1
Act-5060-59,0,1,Res-5060-I,5060,0,I,1,1,1
Act-5060-59,0,1,Res-5060-59,59,0,,1,1,1
Act-5060-59,0,1,Res-59-O,59,0,O,1,1,1
Act-5060-59,0,2,Res-5060,5060,0,I,1,1,1
Act-5060-59,0,2,Res-5060-I,5060,0,I,1,1,1
Act-5060-59,0,2,Res-5060-59,59,0,,1,1,1
Act-5060-59,0,2,Res-59-O,59,0,O,1,1,1
Act-5060-59,0,3,Res-5060,5060,0,I,1,1,1
Act-5060-59,0,3,Res-5060-I,5060,0,I,1,1,1
Act-5060-59,0,3,Res-5060-59,59,0,,1,1,1
Act-5060-59,0,3,Res-59-O,59,0,O,1,1,1
Act-5060-59,0,0,Res-5060,5060,0,I,1,1,1
Act-5060-59,0,0,Res-5060-I,5060,0,I,1,1,1
Act-5060-59,0,0,Res-5060-59,59,0,,1,1,1
Act-5060-59,0,0,Res-59-O,59,0,O,1,1,1
Act-5061-60,0,1,Res-5061,5061,0,I,1,1,1
Act-5061-60,0,1,Res-5061-I,5061,0,I,1,1,1
Act-5061-60,0,1,Res-5061-60,60,0,,1,1,1
Act-5061-60,0,1,Res-60-O,60,0,O,1,1,1
Act-5061-60,0,2,Res-5061,5061,0,I,1,1,1
Act-5061-60,0,2,Res-5061-I,5061,0,I,1,1,1
Act-5061-60,0,2,Res-5061-60,60,0,,1,1,1
Act-5061-60,0,2,Res-60-O,60,0,O,1,1,1
Act-5061-60,0,3,Res-5061,5061,0,I,1,1,1
Act-5061-60,0,3,Res-5061-I,5061,0,I,1,1,1
Act-5061-60,0,3,Res-5061-60,60,0,,1,1,1
Act-5061-60,0,3,Res-60-O,60,0,O,1,1,1
Act-5061-60,0,0,Res-5061,5061,0,I,1,1,1
Act-5061-60,0,0,Res-5061-I,5061,0,I,1,1,1
Act-5061-60,0,0,Res-5061-60,60,0,,1,1,1
Act-5061-60,0,0,Res-60-O,60,0,O,1,1,1
Act-5062-61,0,1,Res-5062,5062,0,I,1,1,1
Act-5062-61,0,1,Res-5062-I,5062,0,I,1,1,1
Act-5062-61,0,1,Res-5062-61,61,0,,1,1,1
Act-5062-61,0,1,Res-61-O,61,0,O,1,1,1
Act-5062-61,0,2,Res-5062,5062,0,I,1,1,1
Act-5062-61,0,2,Res-5062-I,5062,0,I,1,1,1
Act-5062-61,0,2,Res-5062-61,61,0,,1,1,1
Act-5062-61,0,2,Res-61-O,61,0,O,1,1,1
Act-5062-61,0,3,Res-5062,5062,0,I,1,1,1
Act-5062-61,0,3,Res-5062-I,5062,0,I,1,1,1
Act-5062-61,0,3,Res-5062-61,61,0,,1,1,1
Act-5062-61,0,3,Res-61-O,61,0,O,1,1,1
Act-5062-61,0,0,Res-5062,5062,0,I,1,1,1
Act-5062-61,0,0,Res-5062-I,5062,0,I,1,1,1
Act-5062-61,0,0,Res-5062-61,61,0,,1,1,1
Act-5062-61,0,0,Res-61-O,61,0,O,1,1,1
Act-5063-62,0,1,Res-5063,5063,0,I,1,1,1
Act-5063-62,0,1,Res-5063-I,5063,0,I,1,1,1
Act-5063-62,0,1,Res-5063-62,62,0,,1,1,1
Act-5063-62,0,1,Res-62-O,62,0,O,1,1,1
Act-5063-62,0,2,Res-5063,5063,0,I,1,1,1
Act-5063-62,0,2,Res-5063-I,5063,0,I,1,1,1
Act-5063-62,0,2,Res-5063-62,62,0,,1,1,1
Act-5063-62,0,2,Res-62-O,62,0,O,1,1,1
Act-5063-62,0,3,Res-5063,5063,0,I,1,1,1
Act-5063-62,0,3,Res-5063-I,5063,0,I,1,1,1
Act-5063-62,0,3,Res-5063-62,62,0,,1,1,1
Act-5063-62,0,3,Res-62-O,62,0,O,1,1,1
Act-5063-62,0,0,Res-5063,5063,0,I,1,1,1
Act-5063-62,0,0,Res-5063-I,5063,0,I,1,1,1
Act-5063-62,0,0,Res-5063-62,62,0,,1,1,1
Act-5063-62,0,0,Res-62-O,62,0,O,1,1,1
Act-5064-63,0,1,Res-5064,5064,0,I,1,1,1
Act-5064-63,0,1,Res-5064-I,5064,0,I,1,1,1
Act-5064-63,0,1,Res-5064-63,63,0,,1,1,1
Act-5064-63,0,1,Res-63-O,63,0,O,1,1,1
Act-5064-63,0,2,Res-5064,5064,0,I,1,1,1
Act-5064-63,0,2,Res-5064-I,5064,0,I,1,1,1
Act-5064-63,0,2,Res-5064-63,63,0,,1,1,1
Act-5064-63,0,2,Res-63-O,63,0,O,1,1,1
Act-5064-63,0,3,Res-5064,5064,0,I,1,1,1
Act-5064-63,0,3,Res-5064-I,5064,0,I,1,1,1
Act-5064-63,0,3,Res-5064-63,63,0,,1,1,1
Act-5064-63,0,3,Res-63-O,63,0,O,1,1,1
Act-5064-63,0,0,Res-5064,5064,0,I,1,1,1
Act-5064-63,0,0,Res-5064-I,5064,0,I,1,1,1
Act-5064-63,0,0,Res-5064-63,63,0,,1,1,1
Act-5064-63,0,0,Res-63-O,63,0,O,1,1,1
Act-5065-64,0,1,Res-5065,5065,0,I,1,1,1
Act-5065-64,0,1,Res-5065-I,5065,0,I,1,1,1
Act-5065-64,0,1,Res-5065-64,64,0,,1,1,1
Act-5065-64,0,1,Res-64-O,64,0,O,1,1,1
Act-5065-64,0,2,Res-5065,5065,0,I,1,1,1
Act-5065-64,0,2,Res-5065-I,5065,0,I,1,1,1
Act-5065-64,0,2,Res-5065-64,64,0,,1,1,1
Act-5065-64,0,2,Res-64-O,64,0,O,1,1,1
Act-5065-64,0,3,Res-5065,5065,0,I,1,1,1
Act-5065-64,0,3,Res-5065-I,5065,0,I,1,1,1
Act-5065-64,0,3,Res-5065-64,64,0,,1,1,1
Act-5065-64,0,3,Res-64-O,64,0,O,1,1,1
Act-5065-64,0,0,Res-5065,5065,0,I,1,1,1
Act-5065-64,0,0,Res-5065-I,5065,0,I,1,1,1
Act-5065-64,0,0,Res-5065-64,64,0,,1,1,1
Act-5065-64,0,0,Res-64-O,64,0,O,1,1,1
Act-5066-65,0,1,Res-5066,5066,0,I,1,1,1
Act-5066-65,0,1,Res-5066-I,5066,0,I,1,1,1
Act-5066-65,0,1,Res-5066-65,65,0,,1,1,1
Act-5066-65,0,1,Res-65-O,65,0,O,1,1,1
Act-5066-65,0,2,Res-5066,5066,0,I,1,1,1
Act-5066-65,0,2,Res-5066-I,5066,0,I,1,1,1
Act-5066-65,0,2,Res-5066-65,65,0,,1,1,1
Act-5066-65,0,2,Res-65-O,65,0,O,1,1,1
Act-5066-65,0,3,Res-5066,5066,0,I,1,1,1
Act-5066-65,0,3,Res-5066-I,5066,0,I,1,1,1
Act-5066-65,0,3,Res-5066-65,65,0,,1,1,1
Act-5066-65,0,3,Res-65-O,65,0,O,1,1,1
Act-5066-65,0,0,Res-5066,5066,0,I,1,1,1
Act-5066-65,0,0,Res-5066-I,5066,0,I,1,1,1
Act-5066-65,0,0,Res-5066-65,65,0,,1,1,1
Act-5066-65,0,0,Res-65-O,65,0,O,1,1,1
Act-5067-66,0,1,Res-5067,5067,0,I,1,1,1
Act-5067-66,0,1,Res-5067-I,5067,0,I,1,1,1
Act-5067-66,0,1,Res-5067-66,66,0,,1,1,1
Act-5067-66,0,1,Res-66-O,66,0,O,1,1,1
Act-5067-66,0,2,Res-5067,5067,0,I,1,1,1
Act-5067-66,0,2,Res-5067-I,5067,0,I,1,1,1
Act-5067-66,0,2,Res-5067-66,66,0,,1,1,1
Act-5067-66,0,2,Res-66-O,66,0,O,1,1,1
