Resource.[ResourceKey],Resource.[Resource],Resource.[ResourceSubGroupKey],Resource.[Resource Sub Group],Resource.[ResourceGroupKey],Resource.[Resource Group]
30266,Res-5026-266,0,SubGroup-0,0,Group-0
30267,Res-5027-267,0,SubGroup-0,0,Group-0
30268,Res-5028-268,0,SubGroup-0,0,Group-0
30269,Res-5029-269,0,SubGroup-0,0,Group-0
30270,Res-5030-270,0,SubGroup-0,0,Group-0
30271,Res-5031-271,0,SubGroup-0,0,Group-0
30272,Res-5032-272,0,SubGroup-0,0,Group-0
30273,Res-5033-273,0,SubGroup-0,0,Group-0
30274,Res-5034-274,0,SubGroup-0,0,Group-0
30275,Res-5035-275,0,SubGroup-0,0,Group-0
30276,Res-5036-276,0,SubGroup-0,0,Group-0
30277,Res-5037-277,0,SubGroup-0,0,Group-0
30278,Res-5038-278,0,SubGroup-0,0,Group-0
30279,Res-5039-279,0,SubGroup-0,0,Group-0
30280,Res-5040-280,0,SubGroup-0,0,Group-0
30281,Res-5041-281,0,SubGroup-0,0,Group-0
30282,Res-5042-282,0,SubGroup-0,0,Group-0
30283,Res-5043-283,0,SubGroup-0,0,Group-0
30284,Res-5044-284,0,SubGroup-0,0,Group-0
30285,Res-5045-285,0,SubGroup-0,0,Group-0
30286,Res-5046-286,0,SubGroup-0,0,Group-0
30287,Res-5047-287,0,SubGroup-0,0,Group-0
30288,Res-5048-288,0,SubGroup-0,0,Group-0
30289,Res-5049-289,0,SubGroup-0,0,Group-0
30290,Res-5050-290,0,SubGroup-0,0,Group-0
30291,Res-5051-291,0,SubGroup-0,0,Group-0
30292,Res-5052-292,0,SubGroup-0,0,Group-0
30293,Res-5053-293,0,SubGroup-0,0,Group-0
30294,Res-5054-294,0,SubGroup-0,0,Group-0
30295,Res-5055-295,0,SubGroup-0,0,Group-0
30296,Res-5056-296,0,SubGroup-0,0,Group-0
30297,Res-5057-297,0,SubGroup-0,0,Group-0
30298,Res-5058-298,0,SubGroup-0,0,Group-0
30299,Res-5059-299,0,SubGroup-0,0,Group-0
30300,Res-5060-300,0,SubGroup-0,0,Group-0
30301,Res-5061-301,0,SubGroup-0,0,Group-0
30302,Res-5062-302,0,SubGroup-0,0,Group-0
30303,Res-5063-303,0,SubGroup-0,0,Group-0
30304,Res-5064-304,0,SubGroup-0,0,Group-0
30305,Res-5065-305,0,SubGroup-0,0,Group-0
30306,Res-5066-306,0,SubGroup-0,0,Group-0
30307,Res-5067-307,0,SubGroup-0,0,Group-0
30308,Res-5068-308,0,SubGroup-0,0,Group-0
30309,Res-5069-309,0,SubGroup-0,0,Group-0
30310,Res-5070-310,0,SubGroup-0,0,Group-0
30311,Res-5071-311,0,SubGroup-0,0,Group-0
30312,Res-5072-312,0,SubGroup-0,0,Group-0
30313,Res-5073-313,0,SubGroup-0,0,Group-0
30314,Res-5074-314,0,SubGroup-0,0,Group-0
30315,Res-5075-315,0,SubGroup-0,0,Group-0
30316,Res-5076-316,0,SubGroup-0,0,Group-0
30317,Res-5077-317,0,SubGroup-0,0,Group-0
30318,Res-5078-318,0,SubGroup-0,0,Group-0
30319,Res-5079-319,0,SubGroup-0,0,Group-0
30320,Res-5000-320,0,SubGroup-0,0,Group-0
30321,Res-5001-321,0,SubGroup-0,0,Group-0
30322,Res-5002-322,0,SubGroup-0,0,Group-0
30323,Res-5003-323,0,SubGroup-0,0,Group-0
30324,Res-5004-324,0,SubGroup-0,0,Group-0
30325,Res-5005-325,0,SubGroup-0,0,Group-0
30326,Res-5006-326,0,SubGroup-0,0,Group-0
30327,Res-5007-327,0,SubGroup-0,0,Group-0
30328,Res-5008-328,0,SubGroup-0,0,Group-0
30329,Res-5009-329,0,SubGroup-0,0,Group-0
30330,Res-5010-330,0,SubGroup-0,0,Group-0
30331,Res-5011-331,0,SubGroup-0,0,Group-0
30332,Res-5012-332,0,SubGroup-0,0,Group-0
30333,Res-5013-333,0,SubGroup-0,0,Group-0
30334,Res-5014-334,0,SubGroup-0,0,Group-0
30335,Res-5015-335,0,SubGroup-0,0,Group-0
30336,Res-5016-336,0,SubGroup-0,0,Group-0
30337,Res-5017-337,0,SubGroup-0,0,Group-0
30338,Res-5018-338,0,SubGroup-0,0,Group-0
30339,Res-5019-339,0,SubGroup-0,0,Group-0
30340,Res-5020-340,0,SubGroup-0,0,Group-0
30341,Res-5021-341,0,SubGroup-0,0,Group-0
30342,Res-5022-342,0,SubGroup-0,0,Group-0
30343,Res-5023-343,0,SubGroup-0,0,Group-0
30344,Res-5024-344,0,SubGroup-0,0,Group-0
30345,Res-5025-345,0,SubGroup-0,0,Group-0
30346,Res-5026-346,0,SubGroup-0,0,Group-0
30347,Res-5027-347,0,SubGroup-0,0,Group-0
30348,Res-5028-348,0,SubGroup-0,0,Group-0
30349,Res-5029-349,0,SubGroup-0,0,Group-0
30350,Res-5030-350,0,SubGroup-0,0,Group-0
30351,Res-5031-351,0,SubGroup-0,0,Group-0
30352,Res-5032-352,0,SubGroup-0,0,Group-0
30353,Res-5033-353,0,SubGroup-0,0,Group-0
30354,Res-5034-354,0,SubGroup-0,0,Group-0
30355,Res-5035-355,0,SubGroup-0,0,Group-0
30356,Res-5036-356,0,SubGroup-0,0,Group-0
30357,Res-5037-357,0,SubGroup-0,0,Group-0
30358,Res-5038-358,0,SubGroup-0,0,Group-0
30359,Res-5039-359,0,SubGroup-0,0,Group-0
30360,Res-5040-360,0,SubGroup-0,0,Group-0
30361,Res-5041-361,0,SubGroup-0,0,Group-0
30362,Res-5042-362,0,SubGroup-0,0,Group-0
30363,Res-5043-363,0,SubGroup-0,0,Group-0
30364,Res-5044-364,0,SubGroup-0,0,Group-0
30365,Res-5045-365,0,SubGroup-0,0,Group-0
30366,Res-5046-366,0,SubGroup-0,0,Group-0
30367,Res-5047-367,0,SubGroup-0,0,Group-0
30368,Res-5048-368,0,SubGroup-0,0,Group-0
30369,Res-5049-369,0,SubGroup-0,0,Group-0
30370,Res-5050-370,0,SubGroup-0,0,Group-0
30371,Res-5051-371,0,SubGroup-0,0,Group-0
30372,Res-5052-372,0,SubGroup-0,0,Group-0
30373,Res-5053-373,0,SubGroup-0,0,Group-0
30374,Res-5054-374,0,SubGroup-0,0,Group-0
30375,Res-5055-375,0,SubGroup-0,0,Group-0
30376,Res-5056-376,0,SubGroup-0,0,Group-0
30377,Res-5057-377,0,SubGroup-0,0,Group-0
30378,Res-5058-378,0,SubGroup-0,0,Group-0
30379,Res-5059-379,0,SubGroup-0,0,Group-0
30380,Res-5060-380,0,SubGroup-0,0,Group-0
30381,Res-5061-381,0,SubGroup-0,0,Group-0
30382,Res-5062-382,0,SubGroup-0,0,Group-0
30383,Res-5063-383,0,SubGroup-0,0,Group-0
30384,Res-5064-384,0,SubGroup-0,0,Group-0
30385,Res-5065-385,0,SubGroup-0,0,Group-0
30386,Res-5066-386,0,SubGroup-0,0,Group-0
30387,Res-5067-387,0,SubGroup-0,0,Group-0
30388,Res-5068-388,0,SubGroup-0,0,Group-0
30389,Res-5069-389,0,SubGroup-0,0,Group-0
30390,Res-5070-390,0,SubGroup-0,0,Group-0
30391,Res-5071-391,0,SubGroup-0,0,Group-0
30392,Res-5072-392,0,SubGroup-0,0,Group-0
30393,Res-5073-393,0,SubGroup-0,0,Group-0
30394,Res-5074-394,0,SubGroup-0,0,Group-0
30395,Res-5075-395,0,SubGroup-0,0,Group-0
30396,Res-5076-396,0,SubGroup-0,0,Group-0
30397,Res-5077-397,0,SubGroup-0,0,Group-0
30398,Res-5078-398,0,SubGroup-0,0,Group-0
30399,Res-5079-399,0,SubGroup-0,0,Group-0
30400,Res-5000-400,0,SubGroup-0,0,Group-0
30401,Res-5001-401,0,SubGroup-0,0,Group-0
30402,Res-5002-402,0,SubGroup-0,0,Group-0
30403,Res-5003-403,0,SubGroup-0,0,Group-0
30404,Res-5004-404,0,SubGroup-0,0,Group-0
30405,Res-5005-405,0,SubGroup-0,0,Group-0
30406,Res-5006-406,0,SubGroup-0,0,Group-0
30407,Res-5007-407,0,SubGroup-0,0,Group-0
30408,Res-5008-408,0,SubGroup-0,0,Group-0
30409,Res-5009-409,0,SubGroup-0,0,Group-0
30410,Res-5010-410,0,SubGroup-0,0,Group-0
30411,Res-5011-411,0,SubGroup-0,0,Group-0
30412,Res-5012-412,0,SubGroup-0,0,Group-0
30413,Res-5013-413,0,SubGroup-0,0,Group-0
30414,Res-5014-414,0,SubGroup-0,0,Group-0
30415,Res-5015-415,0,SubGroup-0,0,Group-0
30416,Res-5016-416,0,SubGroup-0,0,Group-0
30417,Res-5017-417,0,SubGroup-0,0,Group-0
30418,Res-5018-418,0,SubGroup-0,0,Group-0
30419,Res-5019-419,0,SubGroup-0,0,Group-0
30420,Res-5020-420,0,SubGroup-0,0,Group-0
30421,Res-5021-421,0,SubGroup-0,0,Group-0
30422,Res-5022-422,0,SubGroup-0,0,Group-0
30423,Res-5023-423,0,SubGroup-0,0,Group-0
30424,Res-5024-424,0,SubGroup-0,0,Group-0
30425,Res-5025-425,0,SubGroup-0,0,Group-0
30426,Res-5026-426,0,SubGroup-0,0,Group-0
30427,Res-5027-427,0,SubGroup-0,0,Group-0
30428,Res-5028-428,0,SubGroup-0,0,Group-0
30429,Res-5029-429,0,SubGroup-0,0,Group-0
30430,Res-5030-430,0,SubGroup-0,0,Group-0
30431,Res-5031-431,0,SubGroup-0,0,Group-0
30432,Res-5032-432,0,SubGroup-0,0,Group-0
30433,Res-5033-433,0,SubGroup-0,0,Group-0
30434,Res-5034-434,0,SubGroup-0,0,Group-0
30435,Res-5035-435,0,SubGroup-0,0,Group-0
30436,Res-5036-436,0,SubGroup-0,0,Group-0
30437,Res-5037-437,0,SubGroup-0,0,Group-0
30438,Res-5038-438,0,SubGroup-0,0,Group-0
30439,Res-5039-439,0,SubGroup-0,0,Group-0
30440,Res-5040-440,0,SubGroup-0,0,Group-0
30441,Res-5041-441,0,SubGroup-0,0,Group-0
30442,Res-5042-442,0,SubGroup-0,0,Group-0
30443,Res-5043-443,0,SubGroup-0,0,Group-0
30444,Res-5044-444,0,SubGroup-0,0,Group-0
30445,Res-5045-445,0,SubGroup-0,0,Group-0
30446,Res-5046-446,0,SubGroup-0,0,Group-0
30447,Res-5047-447,0,SubGroup-0,0,Group-0
30448,Res-5048-448,0,SubGroup-0,0,Group-0
30449,Res-5049-449,0,SubGroup-0,0,Group-0
30450,Res-5050-450,0,SubGroup-0,0,Group-0
30451,Res-5051-451,0,SubGroup-0,0,Group-0
30452,Res-5052-452,0,SubGroup-0,0,Group-0
30453,Res-5053-453,0,SubGroup-0,0,Group-0
30454,Res-5054-454,0,SubGroup-0,0,Group-0
30455,Res-5055-455,0,SubGroup-0,0,Group-0
30456,Res-5056-456,0,SubGroup-0,0,Group-0
30457,Res-5057-457,0,SubGroup-0,0,Group-0
30458,Res-5058-458,0,SubGroup-0,0,Group-0
30459,Res-5059-459,0,SubGroup-0,0,Group-0
30460,Res-5060-460,0,SubGroup-0,0,Group-0
30461,Res-5061-461,0,SubGroup-0,0,Group-0
30462,Res-5062-462,0,SubGroup-0,0,Group-0
30463,Res-5063-463,0,SubGroup-0,0,Group-0
30464,Res-5064-464,0,SubGroup-0,0,Group-0
30465,Res-5065-465,0,SubGroup-0,0,Group-0
30466,Res-5066-466,0,SubGroup-0,0,Group-0
30467,Res-5067-467,0,SubGroup-0,0,Group-0
30468,Res-5068-468,0,SubGroup-0,0,Group-0
30469,Res-5069-469,0,SubGroup-0,0,Group-0
30470,Res-5070-470,0,SubGroup-0,0,Group-0
30471,Res-5071-471,0,SubGroup-0,0,Group-0
30472,Res-5072-472,0,SubGroup-0,0,Group-0
30473,Res-5073-473,0,SubGroup-0,0,Group-0
30474,Res-5074-474,0,SubGroup-0,0,Group-0
30475,Res-5075-475,0,SubGroup-0,0,Group-0
30476,Res-5076-476,0,SubGroup-0,0,Group-0
30477,Res-5077-477,0,SubGroup-0,0,Group-0
30478,Res-5078-478,0,SubGroup-0,0,Group-0
30479,Res-5079-479,0,SubGroup-0,0,Group-0
30480,Res-5000-480,0,SubGroup-0,0,Group-0
30481,Res-5001-481,0,SubGroup-0,0,Group-0
30482,Res-5002-482,0,SubGroup-0,0,Group-0
30483,Res-5003-483,0,SubGroup-0,0,Group-0
30484,Res-5004-484,0,SubGroup-0,0,Group-0
30485,Res-5005-485,0,SubGroup-0,0,Group-0
30486,Res-5006-486,0,SubGroup-0,0,Group-0
30487,Res-5007-487,0,SubGroup-0,0,Group-0
30488,Res-5008-488,0,SubGroup-0,0,Group-0
30489,Res-5009-489,0,SubGroup-0,0,Group-0
30490,Res-5010-490,0,SubGroup-0,0,Group-0
30491,Res-5011-491,0,SubGroup-0,0,Group-0
30492,Res-5012-492,0,SubGroup-0,0,Group-0
30493,Res-5013-493,0,SubGroup-0,0,Group-0
30494,Res-5014-494,0,SubGroup-0,0,Group-0
30495,Res-5015-495,0,SubGroup-0,0,Group-0
30496,Res-5016-496,0,SubGroup-0,0,Group-0
30497,Res-5017-497,0,SubGroup-0,0,Group-0
30498,Res-5018-498,0,SubGroup-0,0,Group-0
30499,Res-5019-499,0,SubGroup-0,0,Group-0
30500,Res-5020-500,0,SubGroup-0,0,Group-0
30501,Res-5021-501,0,SubGroup-0,0,Group-0
30502,Res-5022-502,0,SubGroup-0,0,Group-0
30503,Res-5023-503,0,SubGroup-0,0,Group-0
30504,Res-5024-504,0,SubGroup-0,0,Group-0
30505,Res-5025-505,0,SubGroup-0,0,Group-0
30506,Res-5026-506,0,SubGroup-0,0,Group-0
30507,Res-5027-507,0,SubGroup-0,0,Group-0
30508,Res-5028-508,0,SubGroup-0,0,Group-0
30509,Res-5029-509,0,SubGroup-0,0,Group-0
30510,Res-5030-510,0,SubGroup-0,0,Group-0
30511,Res-5031-511,0,SubGroup-0,0,Group-0
30512,Res-5032-512,0,SubGroup-0,0,Group-0
30513,Res-5033-513,0,SubGroup-0,0,Group-0
30514,Res-5034-514,0,SubGroup-0,0,Group-0
30515,Res-5035-515,0,SubGroup-0,0,Group-0
30516,Res-5036-516,0,SubGroup-0,0,Group-0
30517,Res-5037-517,0,SubGroup-0,0,Group-0
30518,Res-5038-518,0,SubGroup-0,0,Group-0
30519,Res-5039-519,0,SubGroup-0,0,Group-0
30520,Res-5040-520,0,SubGroup-0,0,Group-0
30521,Res-5041-521,0,SubGroup-0,0,Group-0
30522,Res-5042-522,0,SubGroup-0,0,Group-0
30523,Res-5043-523,0,SubGroup-0,0,Group-0
30524,Res-5044-524,0,SubGroup-0,0,Group-0
30525,Res-5045-525,0,SubGroup-0,0,Group-0
30526,Res-5046-526,0,SubGroup-0,0,Group-0
30527,Res-5047-527,0,SubGroup-0,0,Group-0
30528,Res-5048-528,0,SubGroup-0,0,Group-0
30529,Res-5049-529,0,SubGroup-0,0,Group-0
30530,Res-5050-530,0,SubGroup-0,0,Group-0
30531,Res-5051-531,0,SubGroup-0,0,Group-0
30532,Res-5052-532,0,SubGroup-0,0,Group-0
30533,Res-5053-533,0,SubGroup-0,0,Group-0
30534,Res-5054-534,0,SubGroup-0,0,Group-0
30535,Res-5055-535,0,SubGroup-0,0,Group-0
30536,Res-5056-536,0,SubGroup-0,0,Group-0
30537,Res-5057-537,0,SubGroup-0,0,Group-0
30538,Res-5058-538,0,SubGroup-0,0,Group-0
30539,Res-5059-539,0,SubGroup-0,0,Group-0
30540,Res-5060-540,0,SubGroup-0,0,Group-0
30541,Res-5061-541,0,SubGroup-0,0,Group-0
30542,Res-5062-542,0,SubGroup-0,0,Group-0
30543,Res-5063-543,0,SubGroup-0,0,Group-0
30544,Res-5064-544,0,SubGroup-0,0,Group-0
30545,Res-5065-545,0,SubGroup-0,0,Group-0
30546,Res-5066-546,0,SubGroup-0,0,Group-0
30547,Res-5067-547,0,SubGroup-0,0,Group-0
30548,Res-5068-548,0,SubGroup-0,0,Group-0
30549,Res-5069-549,0,SubGroup-0,0,Group-0
30550,Res-5070-550,0,SubGroup-0,0,Group-0
30551,Res-5071-551,0,SubGroup-0,0,Group-0
30552,Res-5072-552,0,SubGroup-0,0,Group-0
30553,Res-5073-553,0,SubGroup-0,0,Group-0
30554,Res-5074-554,0,SubGroup-0,0,Group-0
30555,Res-5075-555,0,SubGroup-0,0,Group-0
30556,Res-5076-556,0,SubGroup-0,0,Group-0
30557,Res-5077-557,0,SubGroup-0,0,Group-0
30558,Res-5078-558,0,SubGroup-0,0,Group-0
30559,Res-5079-559,0,SubGroup-0,0,Group-0
30560,Res-5000-560,0,SubGroup-0,0,Group-0
30561,Res-5001-561,0,SubGroup-0,0,Group-0
30562,Res-5002-562,0,SubGroup-0,0,Group-0
30563,Res-5003-563,0,SubGroup-0,0,Group-0
30564,Res-5004-564,0,SubGroup-0,0,Group-0
30565,Res-5005-565,0,SubGroup-0,0,Group-0
30566,Res-5006-566,0,SubGroup-0,0,Group-0
30567,Res-5007-567,0,SubGroup-0,0,Group-0
30568,Res-5008-568,0,SubGroup-0,0,Group-0
30569,Res-5009-569,0,SubGroup-0,0,Group-0
30570,Res-5010-570,0,SubGroup-0,0,Group-0
30571,Res-5011-571,0,SubGroup-0,0,Group-0
30572,Res-5012-572,0,SubGroup-0,0,Group-0
30573,Res-5013-573,0,SubGroup-0,0,Group-0
30574,Res-5014-574,0,SubGroup-0,0,Group-0
30575,Res-5015-575,0,SubGroup-0,0,Group-0
30576,Res-5016-576,0,SubGroup-0,0,Group-0
30577,Res-5017-577,0,SubGroup-0,0,Group-0
30578,Res-5018-578,0,SubGroup-0,0,Group-0
30579,Res-5019-579,0,SubGroup-0,0,Group-0
30580,Res-5020-580,0,SubGroup-0,0,Group-0
30581,Res-5021-581,0,SubGroup-0,0,Group-0
30582,Res-5022-582,0,SubGroup-0,0,Group-0
30583,Res-5023-583,0,SubGroup-0,0,Group-0
30584,Res-5024-584,0,SubGroup-0,0,Group-0
30585,Res-5025-585,0,SubGroup-0,0,Group-0
30586,Res-5026-586,0,SubGroup-0,0,Group-0
30587,Res-5027-587,0,SubGroup-0,0,Group-0
30588,Res-5028-588,0,SubGroup-0,0,Group-0
30589,Res-5029-589,0,SubGroup-0,0,Group-0
30590,Res-5030-590,0,SubGroup-0,0,Group-0
30591,Res-5031-591,0,SubGroup-0,0,Group-0
30592,Res-5032-592,0,SubGroup-0,0,Group-0
30593,Res-5033-593,0,SubGroup-0,0,Group-0
30594,Res-5034-594,0,SubGroup-0,0,Group-0
30595,Res-5035-595,0,SubGroup-0,0,Group-0
30596,Res-5036-596,0,SubGroup-0,0,Group-0
30597,Res-5037-597,0,SubGroup-0,0,Group-0
30598,Res-5038-598,0,SubGroup-0,0,Group-0
30599,Res-5039-599,0,SubGroup-0,0,Group-0
30600,Res-5040-600,0,SubGroup-0,0,Group-0
30601,Res-5041-601,0,SubGroup-0,0,Group-0
30602,Res-5042-602,0,SubGroup-0,0,Group-0
30603,Res-5043-603,0,SubGroup-0,0,Group-0
30604,Res-5044-604,0,SubGroup-0,0,Group-0
30605,Res-5045-605,0,SubGroup-0,0,Group-0
30606,Res-5046-606,0,SubGroup-0,0,Group-0
30607,Res-5047-607,0,SubGroup-0,0,Group-0
30608,Res-5048-608,0,SubGroup-0,0,Group-0
30609,Res-5049-609,0,SubGroup-0,0,Group-0
30610,Res-5050-610,0,SubGroup-0,0,Group-0
30611,Res-5051-611,0,SubGroup-0,0,Group-0
30612,Res-5052-612,0,SubGroup-0,0,Group-0
30613,Res-5053-613,0,SubGroup-0,0,Group-0
30614,Res-5054-614,0,SubGroup-0,0,Group-0
30615,Res-5055-615,0,SubGroup-0,0,Group-0
30616,Res-5056-616,0,SubGroup-0,0,Group-0
30617,Res-5057-617,0,SubGroup-0,0,Group-0
30618,Res-5058-618,0,SubGroup-0,0,Group-0
30619,Res-5059-619,0,SubGroup-0,0,Group-0
30620,Res-5060-620,0,SubGroup-0,0,Group-0
30621,Res-5061-621,0,SubGroup-0,0,Group-0
30622,Res-5062-622,0,SubGroup-0,0,Group-0
30623,Res-5063-623,0,SubGroup-0,0,Group-0
30624,Res-5064-624,0,SubGroup-0,0,Group-0
30625,Res-5065-625,0,SubGroup-0,0,Group-0
30626,Res-5066-626,0,SubGroup-0,0,Group-0
30627,Res-5067-627,0,SubGroup-0,0,Group-0
30628,Res-5068-628,0,SubGroup-0,0,Group-0
30629,Res-5069-629,0,SubGroup-0,0,Group-0
30630,Res-5070-630,0,SubGroup-0,0,Group-0
30631,Res-5071-631,0,SubGroup-0,0,Group-0
30632,Res-5072-632,0,SubGroup-0,0,Group-0
30633,Res-5073-633,0,SubGroup-0,0,Group-0
30634,Res-5074-634,0,SubGroup-0,0,Group-0
30635,Res-5075-635,0,SubGroup-0,0,Group-0
30636,Res-5076-636,0,SubGroup-0,0,Group-0
30637,Res-5077-637,0,SubGroup-0,0,Group-0
30638,Res-5078-638,0,SubGroup-0,0,Group-0
30639,Res-5079-639,0,SubGroup-0,0,Group-0
30640,Res-5000-640,0,SubGroup-0,0,Group-0
30641,Res-5001-641,0,SubGroup-0,0,Group-0
30642,Res-5002-642,0,SubGroup-0,0,Group-0
30643,Res-5003-643,0,SubGroup-0,0,Group-0
30644,Res-5004-644,0,SubGroup-0,0,Group-0
30645,Res-5005-645,0,SubGroup-0,0,Group-0
30646,Res-5006-646,0,SubGroup-0,0,Group-0
30647,Res-5007-647,0,SubGroup-0,0,Group-0
30648,Res-5008-648,0,SubGroup-0,0,Group-0
30649,Res-5009-649,0,SubGroup-0,0,Group-0
30650,Res-5010-650,0,SubGroup-0,0,Group-0
30651,Res-5011-651,0,SubGroup-0,0,Group-0
30652,Res-5012-652,0,SubGroup-0,0,Group-0
30653,Res-5013-653,0,SubGroup-0,0,Group-0
30654,Res-5014-654,0,SubGroup-0,0,Group-0
30655,Res-5015-655,0,SubGroup-0,0,Group-0
30656,Res-5016-656,0,SubGroup-0,0,Group-0
30657,Res-5017-657,0,SubGroup-0,0,Group-0
30658,Res-5018-658,0,SubGroup-0,0,Group-0
30659,Res-5019-659,0,SubGroup-0,0,Group-0
30660,Res-5020-660,0,SubGroup-0,0,Group-0
30661,Res-5021-661,0,SubGroup-0,0,Group-0
30662,Res-5022-662,0,SubGroup-0,0,Group-0
30663,Res-5023-663,0,SubGroup-0,0,Group-0
30664,Res-5024-664,0,SubGroup-0,0,Group-0
30665,Res-5025-665,0,SubGroup-0,0,Group-0
30666,Res-5026-666,0,SubGroup-0,0,Group-0
30667,Res-5027-667,0,SubGroup-0,0,Group-0
30668,Res-5028-668,0,SubGroup-0,0,Group-0
30669,Res-5029-669,0,SubGroup-0,0,Group-0
30670,Res-5030-670,0,SubGroup-0,0,Group-0
30671,Res-5031-671,0,SubGroup-0,0,Group-0
30672,Res-5032-672,0,SubGroup-0,0,Group-0
30673,Res-5033-673,0,SubGroup-0,0,Group-0
30674,Res-5034-674,0,SubGroup-0,0,Group-0
30675,Res-5035-675,0,SubGroup-0,0,Group-0
30676,Res-5036-676,0,SubGroup-0,0,Group-0
30677,Res-5037-677,0,SubGroup-0,0,Group-0
30678,Res-5038-678,0,SubGroup-0,0,Group-0
30679,Res-5039-679,0,SubGroup-0,0,Group-0
30680,Res-5040-680,0,SubGroup-0,0,Group-0
30681,Res-5041-681,0,SubGroup-0,0,Group-0
30682,Res-5042-682,0,SubGroup-0,0,Group-0
30683,Res-5043-683,0,SubGroup-0,0,Group-0
30684,Res-5044-684,0,SubGroup-0,0,Group-0
30685,Res-5045-685,0,SubGroup-0,0,Group-0
30686,Res-5046-686,0,SubGroup-0,0,Group-0
30687,Res-5047-687,0,SubGroup-0,0,Group-0
30688,Res-5048-688,0,SubGroup-0,0,Group-0
30689,Res-5049-689,0,SubGroup-0,0,Group-0
30690,Res-5050-690,0,SubGroup-0,0,Group-0
30691,Res-5051-691,0,SubGroup-0,0,Group-0
30692,Res-5052-692,0,SubGroup-0,0,Group-0
30693,Res-5053-693,0,SubGroup-0,0,Group-0
30694,Res-5054-694,0,SubGroup-0,0,Group-0
30695,Res-5055-695,0,SubGroup-0,0,Group-0
30696,Res-5056-696,0,SubGroup-0,0,Group-0
30697,Res-5057-697,0,SubGroup-0,0,Group-0
30698,Res-5058-698,0,SubGroup-0,0,Group-0
30699,Res-5059-699,0,SubGroup-0,0,Group-0
30700,Res-5060-700,0,SubGroup-0,0,Group-0
30701,Res-5061-701,0,SubGroup-0,0,Group-0
30702,Res-5062-702,0,SubGroup-0,0,Group-0
30703,Res-5063-703,0,SubGroup-0,0,Group-0
30704,Res-5064-704,0,SubGroup-0,0,Group-0
30705,Res-5065-705,0,SubGroup-0,0,Group-0
30706,Res-5066-706,0,SubGroup-0,0,Group-0
30707,Res-5067-707,0,SubGroup-0,0,Group-0
30708,Res-5068-708,0,SubGroup-0,0,Group-0
30709,Res-5069-709,0,SubGroup-0,0,Group-0
30710,Res-5070-710,0,SubGroup-0,0,Group-0
30711,Res-5071-711,0,SubGroup-0,0,Group-0
30712,Res-5072-712,0,SubGroup-0,0,Group-0
30713,Res-5073-713,0,SubGroup-0,0,Group-0
30714,Res-5074-714,0,SubGroup-0,0,Group-0
30715,Res-5075-715,0,SubGroup-0,0,Group-0
30716,Res-5076-716,0,SubGroup-0,0,Group-0
30717,Res-5077-717,0,SubGroup-0,0,Group-0
30718,Res-5078-718,0,SubGroup-0,0,Group-0
30719,Res-5079-719,0,SubGroup-0,0,Group-0
30720,Res-5000-720,0,SubGroup-0,0,Group-0
30721,Res-5001-721,0,SubGroup-0,0,Group-0
30722,Res-5002-722,0,SubGroup-0,0,Group-0
30723,Res-5003-723,0,SubGroup-0,0,Group-0
30724,Res-5004-724,0,SubGroup-0,0,Group-0
30725,Res-5005-725,0,SubGroup-0,0,Group-0
30726,Res-5006-726,0,SubGroup-0,0,Group-0
30727,Res-5007-727,0,SubGroup-0,0,Group-0
30728,Res-5008-728,0,SubGroup-0,0,Group-0
30729,Res-5009-729,0,SubGroup-0,0,Group-0
30730,Res-5010-730,0,SubGroup-0,0,Group-0
30731,Res-5011-731,0,SubGroup-0,0,Group-0
30732,Res-5012-732,0,SubGroup-0,0,Group-0
30733,Res-5013-733,0,SubGroup-0,0,Group-0
30734,Res-5014-734,0,SubGroup-0,0,Group-0
30735,Res-5015-735,0,SubGroup-0,0,Group-0
30736,Res-5016-736,0,SubGroup-0,0,Group-0
30737,Res-5017-737,0,SubGroup-0,0,Group-0
30738,Res-5018-738,0,SubGroup-0,0,Group-0
30739,Res-5019-739,0,SubGroup-0,0,Group-0
30740,Res-5020-740,0,SubGroup-0,0,Group-0
30741,Res-5021-741,0,SubGroup-0,0,Group-0
30742,Res-5022-742,0,SubGroup-0,0,Group-0
30743,Res-5023-743,0,SubGroup-0,0,Group-0
30744,Res-5024-744,0,SubGroup-0,0,Group-0
30745,Res-5025-745,0,SubGroup-0,0,Group-0
30746,Res-5026-746,0,SubGroup-0,0,Group-0
30747,Res-5027-747,0,SubGroup-0,0,Group-0
30748,Res-5028-748,0,SubGroup-0,0,Group-0
30749,Res-5029-749,0,SubGroup-0,0,Group-0
30750,Res-5030-750,0,SubGroup-0,0,Group-0
30751,Res-5031-751,0,SubGroup-0,0,Group-0
30752,Res-5032-752,0,SubGroup-0,0,Group-0
30753,Res-5033-753,0,SubGroup-0,0,Group-0
30754,Res-5034-754,0,SubGroup-0,0,Group-0
30755,Res-5035-755,0,SubGroup-0,0,Group-0
30756,Res-5036-756,0,SubGroup-0,0,Group-0
30757,Res-5037-757,0,SubGroup-0,0,Group-0
30758,Res-5038-758,0,SubGroup-0,0,Group-0
30759,Res-5039-759,0,SubGroup-0,0,Group-0
30760,Res-5040-760,0,SubGroup-0,0,Group-0
30761,Res-5041-761,0,SubGroup-0,0,Group-0
30762,Res-5042-762,0,SubGroup-0,0,Group-0
